Month Ending,ME Date,Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January,31,2021,Montgomery,TX,Passenger,1,0,1,46,47,2.13
January,31,2021,Rockingham,NH,Passenger,1,0,1,22,23,4.35
January,31,2021,Maricopa,AZ,Passenger,5,5,10,1286,1296,0.77
January,31,2021,Ray,MO,Passenger,0,1,1,1,2,50
January,31,2021,Honolulu,HI,Passenger,5,2,7,416,423,1.65
January,31,2021,San Diego,CA,Passenger,13,5,18,2686,2704,0.67
January,31,2021,Chelan,WA,Passenger,294,87,381,54481,54862,0.69
January,31,2021,Jefferson,WA,Passenger,290,166,456,24802,25258,1.81
January,31,2021,Howard,IN,Passenger,0,1,1,3,4,25
January,31,2021,New London,CT,Passenger,1,2,3,229,232,1.29
January,31,2021,El Dorado,CA,Passenger,1,0,1,32,33,3.03
January,31,2021,Duval,FL,Passenger,0,2,2,352,354,0.56
January,31,2021,Clackamas,OR,Passenger,3,0,3,177,180,1.67
January,31,2021,DeKalb,IN,Passenger,1,0,1,0,1,100
January,31,2021,Pacific,WA,Passenger,35,37,72,15798,15870,0.45
January,31,2021,Montgomery,PA,Passenger,1,0,1,26,27,3.7
January,31,2021,Douglas,WA,Passenger,84,46,130,28199,28329,0.46
January,31,2021,Arlington,VA,Passenger,0,1,1,137,138,0.72
January,31,2021,District of Columbia,DC,Passenger,3,1,4,201,205,1.95
January,31,2021,Spartanburg,SC,Passenger,0,1,1,50,51,1.96
January,31,2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
January,31,2021,Kitsap,WA,Truck,0,0,0,54300,54300,0
January,31,2021,Kittitas,WA,Passenger,134,52,186,29834,30020,0.62
January,31,2021,Monroe,IL,Passenger,1,0,1,3,4,25
January,31,2021,Harnett,NC,Passenger,1,0,1,182,183,0.55
January,31,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
January,31,2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.3
January,31,2021,Penobscot,ME,Passenger,0,1,1,9,10,10
January,31,2021,Cape May,NJ,Passenger,0,1,1,9,10,10
January,31,2021,Williamson,TX,Passenger,0,2,2,120,122,1.64
January,31,2021,Erie,NY,Passenger,1,0,1,43,44,2.27
January,31,2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
January,31,2021,Multnomah,OR,Passenger,3,5,8,671,679,1.18
January,31,2021,Queens,NY,Passenger,1,0,1,50,51,1.96
January,31,2021,Ferry,WA,Passenger,9,3,12,4341,4353,0.28
January,31,2021,Wahkiakum,WA,Passenger,7,6,13,3040,3053,0.43
January,31,2021,Pennington,SD,Passenger,1,0,1,34,35,2.86
January,31,2021,Prince George's,MD,Passenger,2,1,3,144,147,2.04
January,31,2021,Broward,FL,Passenger,2,1,3,106,109,2.75
January,31,2021,San Joaquin,CA,Passenger,1,0,1,107,108,0.93
January,31,2021,Maui,HI,Passenger,1,0,1,26,27,3.7
January,31,2021,Nassau,FL,Passenger,1,0,1,34,35,2.86
January,31,2021,Washington,OR,Passenger,1,0,1,401,402,0.25
January,31,2021,Ramsey,MN,Passenger,1,0,1,34,35,2.86
January,31,2021,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
January,31,2021,Solano,CA,Passenger,1,0,1,198,199,0.5
January,31,2021,Island,WA,Truck,0,0,0,21409,21409,0
January,31,2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
January,31,2021,Columbia,WA,Truck,0,0,0,1547,1547,0
January,31,2021,Spokane,WA,Truck,0,0,0,100880,100880,0
January,31,2021,Ulster,NY,Passenger,1,0,1,7,8,12.5
January,31,2021,Chesapeake,VA,Passenger,0,3,3,401,404,0.74
January,31,2021,Kauai,HI,Passenger,1,0,1,14,15,6.67
January,31,2021,Douglas,CO,Passenger,0,1,1,78,79,1.27
January,31,2021,Cumberland,NC,Passenger,0,2,2,440,442,0.45
January,31,2021,King,WA,Passenger,27793,8324,36117,1367229,1403346,2.57
January,31,2021,Bartow,GA,Passenger,0,1,1,4,5,20
July,31,2021,Howard,IN,Passenger,0,1,1,5,6,16.67
July,31,2021,Honolulu,HI,Passenger,5,2,7,382,389,1.8
July,31,2021,San Juan,WA,Passenger,443,139,582,14241,14823,3.93
July,31,2021,Louisa,VA,Passenger,0,1,1,1,2,50
July,31,2021,Okanogan,WA,Truck,0,0,0,16751,16751,0
July,31,2021,Montgomery,TX,Passenger,1,1,2,38,40,5
July,31,2021,Benton,WA,Truck,0,0,0,43648,43648,0
July,31,2021,San Diego,CA,Passenger,17,7,24,2530,2554,0.94
July,31,2021,Larimer,CO,Passenger,1,0,1,50,51,1.96
July,31,2021,Jefferson,WA,Truck,0,0,0,9618,9618,0
July,31,2021,Snohomish,WA,Passenger,6126,2100,8226,539757,547983,1.5
July,31,2021,Mason,WA,Passenger,216,139,355,48095,48450,0.73
July,31,2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29
July,31,2021,Queens,NY,Passenger,2,0,2,47,49,4.08
July,31,2021,Charles,MD,Passenger,1,1,2,69,71,2.82
July,31,2021,Harrison,MS,Passenger,2,0,2,52,54,3.7
July,31,2021,Platte,MO,Passenger,1,0,1,17,18,5.56
July,31,2021,Clallam,WA,Passenger,341,220,561,50460,51021,1.1
July,31,2021,Lincoln,WA,Truck,0,0,0,4759,4759,0
July,31,2021,Harris,TX,Passenger,1,1,2,185,187,1.07
July,31,2021,Powhatan,VA,Passenger,1,0,1,1,2,50
July,31,2021,Onslow,NC,Passenger,0,1,1,178,179,0.56
July,31,2021,Salt Lake,UT,Passenger,0,1,1,162,163,0.61
July,31,2021,Douglas,WA,Passenger,100,51,151,28504,28655,0.53
July,31,2021,Fresno,CA,Passenger,1,0,1,165,166,0.6
July,31,2021,Oldham,KY,Passenger,0,1,1,4,5,20
July,31,2021,San Mateo,CA,Passenger,1,0,1,95,96,1.04
July,31,2021,Denver,CO,Passenger,1,0,1,116,117,0.85
July,31,2021,San Juan,WA,Truck,0,0,0,5955,5955,0
July,31,2021,Fairbanks North Star,AK,Passenger,0,1,1,83,84,1.19
July,31,2021,Multnomah,OR,Passenger,2,6,8,634,642,1.25
July,31,2021,Sarasota,FL,Passenger,2,0,2,27,29,6.9
July,31,2021,Adams,WA,Truck,0,0,0,5392,5392,0
July,31,2021,Wahkiakum,WA,Passenger,15,8,23,3091,3114,0.74
July,31,2021,Yakima,WA,Passenger,236,161,397,169309,169706,0.23
July,31,2021,New London,CT,Passenger,1,2,3,216,219,1.37
July,31,2021,Lee,FL,Passenger,1,0,1,33,34,2.94
July,31,2021,El Paso,CO,Passenger,3,0,3,666,669,0.45
July,31,2021,Carroll,MD,Passenger,0,1,1,19,20,5
July,31,2021,Chelan,WA,Passenger,350,101,451,54716,55167,0.82
July,31,2021,Howard,MD,Passenger,0,1,1,59,60,1.67
July,31,2021,Stevens,WA,Truck,0,0,0,18921,18921,0
July,31,2021,Washington,MD,Passenger,2,0,2,13,15,13.33
July,31,2021,Albemarle,VA,Passenger,1,0,1,19,20,5
July,31,2021,Manassas,VA,Passenger,0,1,1,7,8,12.5
July,31,2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100
July,31,2021,Whitman,WA,Truck,0,0,0,8590,8590,0
July,31,2021,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
July,31,2021,Kings,CA,Passenger,1,0,1,319,320,0.31
July,31,2021,Stevens,WA,Passenger,49,46,95,30404,30499,0.31
July,31,2021,Rockdale,GA,Passenger,1,0,1,9,10,10
July,31,2021,Montgomery,OH,Passenger,0,1,1,55,56,1.79
July,31,2021,Maricopa,AZ,Passenger,6,3,9,1118,1127,0.8
July,31,2021,Clackamas,OR,Passenger,2,0,2,173,175,1.14
July,31,2021,Charleston,SC,Passenger,1,1,2,82,84,2.38
July,31,2021,Mason,WA,Truck,0,0,0,21344,21344,0
July,31,2021,Grant,WA,Passenger,120,90,210,66913,67123,0.31
July,31,2021,Hidalgo,TX,Passenger,0,1,1,54,55,1.82
July,31,2021,Lewis,WA,Passenger,165,144,309,59658,59967,0.52
July,31,2021,Ray,MO,Passenger,0,1,1,1,2,50
July,31,2021,Clark,WA,Truck,0,0,0,84269,84269,0
July,31,2021,Baltimore,MD,Passenger,1,0,1,97,98,1.02
July,31,2021,Santa Cruz,CA,Passenger,1,0,1,24,25,4
July,31,2021,Los Angeles,CA,Passenger,10,11,21,871,892,2.35
July,31,2021,Yamhill,OR,Passenger,1,0,1,34,35,2.86
July,31,2021,Rockingham,NH,Passenger,1,0,1,21,22,4.55
July,31,2021,Alameda,CA,Passenger,4,0,4,231,235,1.7
July,31,2021,Okanogan,WA,Passenger,65,43,108,26539,26647,0.41
July,31,2021,Orange,FL,Passenger,1,0,1,107,108,0.93
July,31,2021,Wahkiakum,WA,Truck,0,0,0,1793,1793,0
July,31,2021,Loudoun,VA,Passenger,1,0,1,72,73,1.37
July,31,2021,Broward,FL,Passenger,2,0,2,107,109,1.83
July,31,2021,Williamson,TX,Passenger,0,2,2,103,105,1.9
July,31,2021,Juneau,AK,Passenger,0,1,1,26,27,3.7
July,31,2021,Boulder,CO,Passenger,0,1,1,39,40,2.5
July,31,2021,Dallas,TX,Passenger,1,0,1,148,149,0.67
July,31,2021,Harnett,NC,Passenger,1,1,2,167,169,1.18
July,31,2021,Sedgwick,KS,Passenger,1,1,2,81,83,2.41
July,31,2021,Prince William,VA,Passenger,1,1,2,201,203,0.99
July,31,2021,Pacific,WA,Passenger,46,53,99,16030,16129,0.61
July,31,2021,Klickitat,WA,Truck,0,0,0,8313,8313,0
July,31,2021,Lewis,WA,Truck,0,0,0,26765,26765,0
July,31,2021,Kitsap,WA,Truck,0,0,0,54423,54423,0
July,31,2021,Kings,NY,Passenger,1,0,1,65,66,1.52
July,31,2021,Leavenworth,KS,Passenger,0,1,1,116,117,0.85
July,31,2021,Thurston,WA,Truck,0,0,0,56500,56500,0
July,31,2021,Lincoln,WA,Passenger,6,15,21,7722,7743,0.27
July,31,2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
July,31,2021,Rogers,OK,Passenger,1,0,1,3,4,25
July,31,2021,Adams,WA,Passenger,16,12,28,13038,13066,0.21
July,31,2021,Grays Harbor,WA,Truck,0,0,0,21418,21418,0
July,31,2021,New York,NY,Passenger,1,0,1,42,43,2.33
July,31,2021,Kern,CA,Passenger,0,1,1,210,211,0.47
July,31,2021,Ferry,WA,Passenger,9,3,12,4379,4391,0.27
July,31,2021,Anchorage,AK,Passenger,1,0,1,131,132,0.76
July,31,2021,Placer,CA,Passenger,2,0,2,75,77,2.6
July,31,2021,Jefferson,NY,Passenger,0,1,1,213,214,0.47
July,31,2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.7
July,31,2021,Frederick,MD,Passenger,1,1,2,68,70,2.86
July,31,2021,Sumter,SC,Passenger,0,1,1,37,38,2.63
July,31,2021,Danville,VA,Passenger,1,0,1,0,1,100
July,31,2021,Asotin,WA,Passenger,21,17,38,12708,12746,0.3
July,31,2021,Skamania,WA,Truck,0,0,0,4027,4027,0
July,31,2021,Thurston,WA,Passenger,1660,892,2552,197867,200419,1.27
July,31,2021,Kitsap,WA,Passenger,1911,871,2782,180648,183430,1.52
July,31,2021,Cowlitz,WA,Truck,0,0,0,29116,29116,0
July,31,2021,Grant,WA,Truck,0,0,0,27936,27936,0
July,31,2021,San Francisco,CA,Passenger,0,1,1,84,85,1.18
July,31,2021,Skagit,WA,Passenger,608,281,889,91879,92768,0.96
July,31,2021,Sacramento,CA,Passenger,2,0,2,213,215,0.93
July,31,2021,Lane,OR,Passenger,0,1,1,120,121,0.83
July,31,2021,Las Animas,CO,Passenger,1,0,1,0,1,100
July,31,2021,Douglas,WA,Truck,0,0,0,12696,12696,0
July,31,2021,Pierce,WA,Passenger,3637,2018,5655,559608,565263,1
July,31,2021,Island,WA,Passenger,625,316,941,63232,64173,1.47
July,31,2021,Flathead,MT,Passenger,1,0,1,42,43,2.33
July,31,2021,Lake,FL,Passenger,1,0,1,22,23,4.35
July,31,2021,Arapahoe,CO,Passenger,1,0,1,106,107,0.93
July,31,2021,Denton,TX,Passenger,1,0,1,80,81,1.23
July,31,2021,Anne Arundel,MD,Passenger,4,3,7,384,391,1.79
July,31,2021,Williams,ND,Passenger,0,1,1,7,8,12.5
July,31,2021,Franklin,WA,Truck,0,0,0,20725,20725,0
July,31,2021,Chelan,WA,Truck,0,0,0,23102,23102,0
July,31,2021,Benton,WA,Passenger,540,397,937,136282,137219,0.68
July,31,2021,Snohomish,WA,Truck,1,0,1,126198,126199,0
July,31,2021,Cumberland,NC,Passenger,0,2,2,416,418,0.48
July,31,2021,Pima,AZ,Passenger,2,1,3,267,270,1.11
July,31,2021,Bexar,TX,Passenger,3,4,7,514,521,1.34
July,31,2021,Pierce,WA,Truck,0,0,0,145859,145859,0
July,31,2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
July,31,2021,Whatcom,WA,Truck,4,0,4,43871,43875,0.01
July,31,2021,Goochland,VA,Passenger,4,2,6,214,220,2.73
July,31,2021,Wichita,TX,Passenger,1,0,1,40,41,2.44
July,31,2021,Columbia,WA,Truck,0,0,0,1555,1555,0
July,31,2021,Kauai,HI,Passenger,1,0,1,17,18,5.56
July,31,2021,Montgomery,MD,Passenger,3,1,4,212,216,1.85
July,31,2021,Suffolk,MA,Passenger,0,2,2,31,33,6.06
July,31,2021,Collin,TX,Passenger,1,1,2,105,107,1.87
July,31,2021,Lake,IL,Passenger,2,0,2,156,158,1.27
July,31,2021,Skamania,WA,Passenger,51,36,87,8410,8497,1.02
July,31,2021,DeKalb,GA,Passenger,1,0,1,58,59,1.69
July,31,2021,Sevier,AR,Passenger,0,1,1,0,1,100
July,31,2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11
July,31,2021,Norfolk,VA,Passenger,3,3,6,313,319,1.88
July,31,2021,Hennepin,MN,Passenger,3,0,3,72,75,4
July,31,2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
July,31,2021,Douglas,NE,Passenger,1,1,2,51,53,3.77
July,31,2021,St. Louis,MO,Passenger,1,0,1,80,81,1.23
July,31,2021,Allegheny,PA,Passenger,1,1,2,62,64,3.12
July,31,2021,King,WA,Truck,5,1,6,184354,184360,0
July,31,2021,Alexandria,VA,Passenger,2,0,2,122,124,1.61
July,31,2021,Riverside,CA,Passenger,5,1,6,537,543,1.1
July,31,2021,Garfield,WA,Passenger,0,3,3,1375,1378,0.22
July,31,2021,Pennington,SD,Passenger,1,0,1,31,32,3.12
July,31,2021,Saginaw,MI,Passenger,1,0,1,6,7,14.29
July,31,2021,Clallam,WA,Truck,1,0,1,22036,22037,0
July,31,2021,Kittitas,WA,Passenger,166,68,234,29980,30214,0.77
July,31,2021,Calvert,MD,Passenger,0,2,2,88,90,2.22
July,31,2021,Richmond,NY,Passenger,1,0,1,9,10,10
July,31,2021,St. Mary's,MD,Passenger,1,0,1,205,206,0.49
July,31,2021,Middlesex,MA,Passenger,1,1,2,93,95,2.11
July,31,2021,Nueces,TX,Passenger,1,0,1,69,70,1.43
July,31,2021,Missoula,MT,Passenger,1,0,1,54,55,1.82
July,31,2021,Stafford,VA,Passenger,2,1,3,98,101,2.97
July,31,2021,Saratoga,NY,Passenger,1,0,1,42,43,2.33
July,31,2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
July,31,2021,Asotin,WA,Truck,0,0,0,6768,6768,0
July,31,2021,Yakima,WA,Truck,0,0,0,61720,61720,0
July,31,2021,Greene,MO,Passenger,0,1,1,29,30,3.33
July,31,2021,Wilson,TX,Passenger,0,1,1,3,4,25
July,31,2021,Okaloosa,FL,Passenger,0,1,1,114,115,0.87
July,31,2021,King,WA,Passenger,31555,9349,40904,1366948,1407852,2.91
July,31,2021,Columbia,WA,Passenger,6,2,8,2472,2480,0.32
July,31,2021,Philadelphia,PA,Passenger,1,0,1,44,45,2.22
July,31,2021,Pacific,WA,Truck,0,0,0,7961,7961,0
July,31,2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33
July,31,2021,Contra Costa,CA,Passenger,2,3,5,262,267,1.87
July,31,2021,New Haven,CT,Passenger,0,2,2,28,30,6.67
July,31,2021,Clark,NV,Passenger,4,2,6,602,608,0.99
July,31,2021,Hawaii,HI,Passenger,1,0,1,44,45,2.22
July,31,2021,Hillsborough,FL,Passenger,0,1,1,145,146,0.68
July,31,2021,Moore,NC,Passenger,0,1,1,130,131,0.76
July,31,2021,Bucks,PA,Passenger,1,0,1,15,16,6.25
July,31,2021,Suffolk,VA,Passenger,1,0,1,125,126,0.79
July,31,2021,Gwinnett,GA,Passenger,1,0,1,61,62,1.61
July,31,2021,Orange,CA,Passenger,5,3,8,407,415,1.93
July,31,2021,Polk,FL,Passenger,1,0,1,55,56,1.79
July,31,2021,Clark,WA,Passenger,2977,1459,4436,322390,326826,1.36
July,31,2021,Pend Oreille,WA,Truck,0,0,0,5747,5747,0
July,31,2021,Prince George's,MD,Passenger,2,1,3,139,142,2.11
July,31,2021,Wilson,NC,Passenger,1,0,1,0,1,100
July,31,2021,Richmond,GA,Passenger,0,1,1,74,75,1.33
July,31,2021,Shelby,OH,Passenger,0,1,1,1,2,50
July,31,2021,Washington,OR,Passenger,1,0,1,377,378,0.26
July,31,2021,Spartanburg,SC,Passenger,0,1,1,51,52,1.92
July,31,2021,Whatcom,WA,Passenger,1475,618,2093,150663,152756,1.37
July,31,2021,Sonoma,CA,Passenger,0,1,1,79,80,1.25
July,31,2021,Klamath,OR,Passenger,1,0,1,28,29,3.45
July,31,2021,Grays Harbor,WA,Passenger,176,146,322,49519,49841,0.65
July,31,2021,Ferry,WA,Truck,0,0,0,3646,3646,0
July,31,2021,Houston,GA,Passenger,1,0,1,46,47,2.13
July,31,2021,Milwaukee,WI,Passenger,1,0,1,38,39,2.56
July,31,2021,Duval,FL,Passenger,0,2,2,330,332,0.6
July,31,2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
July,31,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
July,31,2021,Douglas,CO,Passenger,0,1,1,77,78,1.28
July,31,2021,Randolph,NC,Passenger,1,0,1,5,6,16.67
July,31,2021,District of Columbia,DC,Passenger,5,1,6,199,205,2.93
July,31,2021,San Joaquin,CA,Passenger,1,0,1,101,102,0.98
July,31,2021,Carson City,NV,Passenger,1,0,1,10,11,9.09
July,31,2021,,,Passenger,10,7,17,1046,1063,1.6
July,31,2021,Travis,TX,Passenger,3,3,6,153,159,3.77
July,31,2021,El Dorado,CA,Passenger,1,0,1,30,31,3.23
July,31,2021,Fairfax,VA,Passenger,4,4,8,679,687,1.16
July,31,2021,Whitman,WA,Passenger,61,49,110,21944,22054,0.5
July,31,2021,Allen,IN,Passenger,1,0,1,15,16,6.25
July,31,2021,Klickitat,WA,Passenger,77,50,127,15342,15469,0.82
July,31,2021,Cowlitz,WA,Passenger,229,146,375,72247,72622,0.52
July,31,2021,Erie,NY,Passenger,1,0,1,37,38,2.63
July,31,2021,Walla Walla,WA,Truck,0,0,0,14055,14055,0
July,31,2021,Santa Clara,CA,Passenger,8,2,10,247,257,3.89
July,31,2021,Island,WA,Truck,0,0,0,21573,21573,0
July,31,2021,Monterey,CA,Passenger,0,1,1,143,144,0.69
July,31,2021,Nassau,NY,Passenger,2,0,2,26,28,7.14
July,31,2021,Garfield,WA,Truck,0,0,0,1004,1004,0
July,31,2021,Boone,MO,Passenger,0,1,1,9,10,10
July,31,2021,DuPage,IL,Passenger,1,0,1,51,52,1.92
July,31,2021,Arlington,VA,Passenger,0,1,1,135,136,0.74
July,31,2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
July,31,2021,Pinellas,FL,Passenger,0,1,1,93,94,1.06
July,31,2021,Montgomery,PA,Passenger,1,0,1,24,25,4
July,31,2021,Ventura,CA,Passenger,1,2,3,250,253,1.19
July,31,2021,Spokane,WA,Truck,0,0,0,102316,102316,0
July,31,2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
July,31,2021,Hamilton,IN,Passenger,2,0,2,31,33,6.06
July,31,2021,Bartow,GA,Passenger,0,1,1,3,4,25
July,31,2021,Chesapeake,VA,Passenger,0,4,4,387,391,1.02
July,31,2021,Skagit,WA,Truck,1,0,1,33023,33024,0
July,31,2021,Essex,NJ,Passenger,1,0,1,10,11,9.09
July,31,2021,Kittitas,WA,Truck,0,0,0,14792,14792,0
July,31,2021,Ulster,NY,Passenger,1,0,1,8,9,11.11
July,31,2021,Spokane,WA,Passenger,1119,653,1772,326073,327845,0.54
July,31,2021,Pend Oreille,WA,Passenger,15,7,22,9264,9286,0.24
July,31,2021,St. Clair,IL,Passenger,2,0,2,134,136,1.47
July,31,2021,El Paso,TX,Passenger,3,0,3,365,368,0.82
July,31,2021,Franklin,WA,Passenger,134,97,231,62058,62289,0.37
July,31,2021,Walla Walla,WA,Passenger,115,76,191,36567,36758,0.52
July,31,2021,Burlington,NJ,Passenger,0,1,1,126,127,0.79
July,31,2021,Jones,GA,Passenger,1,0,1,1,2,50
July,31,2021,Cook,IL,Passenger,1,0,1,196,197,0.51
July,31,2021,Richland,SC,Passenger,0,1,1,134,135,0.74
July,31,2021,Virginia Beach,VA,Passenger,2,0,2,611,613,0.33
July,31,2021,Jefferson,WA,Passenger,339,183,522,24889,25411,2.05
June,30,2021,Gwinnett,GA,Passenger,1,0,1,62,63,1.59
June,30,2021,Duval,FL,Passenger,0,2,2,335,337,0.59
June,30,2021,Jefferson,WA,Passenger,331,184,515,24891,25406,2.03
June,30,2021,Ventura,CA,Passenger,1,2,3,255,258,1.16
June,30,2021,Douglas,NE,Passenger,1,1,2,50,52,3.85
June,30,2021,Snohomish,WA,Passenger,5886,2048,7934,540300,548234,1.45
June,30,2021,Stevens,WA,Passenger,45,45,90,30479,30569,0.29
June,30,2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
June,30,2021,Mason,WA,Truck,0,0,0,21335,21335,0
June,30,2021,Chelan,WA,Passenger,336,99,435,54745,55180,0.79
June,30,2021,Snohomish,WA,Truck,1,0,1,126272,126273,0
June,30,2021,Bucks,PA,Passenger,1,0,1,15,16,6.25
June,30,2021,Spokane,WA,Truck,0,0,0,102350,102350,0
June,30,2021,Pima,AZ,Passenger,2,1,3,273,276,1.09
June,30,2021,Williams,ND,Passenger,0,1,1,7,8,12.5
June,30,2021,Whatcom,WA,Passenger,1419,602,2021,150844,152865,1.32
June,30,2021,San Mateo,CA,Passenger,1,0,1,99,100,1
June,30,2021,Pacific,WA,Passenger,45,53,98,16057,16155,0.61
June,30,2021,King,WA,Passenger,30495,9167,39662,1368513,1408175,2.82
June,30,2021,Chelan,WA,Truck,0,0,0,23127,23127,0
June,30,2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
June,30,2021,,,Passenger,8,7,15,1015,1030,1.46
June,30,2021,Charleston,SC,Passenger,1,1,2,83,85,2.35
June,30,2021,Thurston,WA,Truck,0,0,0,56575,56575,0
June,30,2021,Montgomery,PA,Passenger,1,0,1,24,25,4
June,30,2021,Grays Harbor,WA,Truck,0,0,0,21450,21450,0
June,30,2021,Charles,MD,Passenger,1,1,2,69,71,2.82
June,30,2021,Cook,IL,Passenger,1,0,1,202,203,0.49
June,30,2021,Asotin,WA,Passenger,20,17,37,12728,12765,0.29
June,30,2021,Arlington,VA,Passenger,0,1,1,137,138,0.72
June,30,2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
June,30,2021,Okanogan,WA,Truck,0,0,0,16757,16757,0
June,30,2021,Whatcom,WA,Truck,4,0,4,43913,43917,0.01
June,30,2021,District of Columbia,DC,Passenger,5,1,6,199,205,2.93
June,30,2021,Sacramento,CA,Passenger,2,0,2,214,216,0.93
June,30,2021,Fairbanks North Star,AK,Passenger,0,1,1,85,86,1.16
June,30,2021,Pacific,WA,Truck,0,0,0,7965,7965,0
June,30,2021,Philadelphia,PA,Passenger,1,0,1,47,48,2.08
June,30,2021,Carson City,NV,Passenger,1,0,1,10,11,9.09
June,30,2021,Wahkiakum,WA,Passenger,15,8,23,3109,3132,0.73
June,30,2021,San Francisco,CA,Passenger,0,1,1,85,86,1.16
June,30,2021,Albemarle,VA,Passenger,1,0,1,19,20,5
June,30,2021,Skamania,WA,Truck,0,0,0,4029,4029,0
June,30,2021,Howard,MD,Passenger,0,1,1,59,60,1.67
June,30,2021,Boone,MO,Passenger,0,1,1,9,10,10
June,30,2021,Hidalgo,TX,Passenger,0,1,1,56,57,1.75
June,30,2021,Santa Clara,CA,Passenger,8,2,10,245,255,3.92
June,30,2021,Grant,WA,Truck,0,0,0,27912,27912,0
June,30,2021,Benton,WA,Passenger,518,394,912,136405,137317,0.66
June,30,2021,Prince George's,MD,Passenger,2,1,3,139,142,2.11
June,30,2021,Clark,WA,Truck,0,0,0,84343,84343,0
June,30,2021,Orange,FL,Passenger,1,0,1,111,112,0.89
June,30,2021,Asotin,WA,Truck,0,0,0,6792,6792,0
June,30,2021,Anchorage,AK,Passenger,1,0,1,133,134,0.75
June,30,2021,Montgomery,OH,Passenger,0,1,1,56,57,1.75
June,30,2021,Kern,CA,Passenger,0,1,1,211,212,0.47
June,30,2021,Ferry,WA,Passenger,9,3,12,4373,4385,0.27
June,30,2021,Wilson,NC,Passenger,1,0,1,0,1,100
June,30,2021,Franklin,WA,Passenger,123,97,220,62016,62236,0.35
June,30,2021,Dakota,MN,Passenger,0,1,1,25,26,3.85
June,30,2021,Cumberland,NC,Passenger,0,2,2,420,422,0.47
June,30,2021,Salt Lake,UT,Passenger,0,1,1,167,168,0.6
June,30,2021,Bartow,GA,Passenger,0,1,1,3,4,25
June,30,2021,Riverside,CA,Passenger,5,1,6,544,550,1.09
June,30,2021,Shelby,OH,Passenger,0,1,1,1,2,50
June,30,2021,Cowlitz,WA,Passenger,224,142,366,72350,72716,0.5
June,30,2021,Ray,MO,Passenger,0,1,1,1,2,50
June,30,2021,Island,WA,Passenger,617,317,934,63262,64196,1.45
June,30,2021,Missoula,MT,Passenger,1,0,1,60,61,1.64
June,30,2021,Danville,VA,Passenger,1,0,1,0,1,100
June,30,2021,Boulder,CO,Passenger,0,1,1,44,45,2.22
June,30,2021,Flathead,MT,Passenger,1,0,1,43,44,2.27
June,30,2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100
June,30,2021,Kitsap,WA,Truck,0,0,0,54475,54475,0
June,30,2021,Randolph,NC,Passenger,1,0,1,7,8,12.5
June,30,2021,Ulster,NY,Passenger,1,0,1,8,9,11.11
June,30,2021,Harris,TX,Passenger,1,1,2,194,196,1.02
June,30,2021,Richmond,GA,Passenger,0,1,1,77,78,1.28
June,30,2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33
June,30,2021,Milwaukee,WI,Passenger,1,0,1,38,39,2.56
June,30,2021,Nueces,TX,Passenger,1,0,1,73,74,1.35
June,30,2021,El Paso,TX,Passenger,3,0,3,374,377,0.8
June,30,2021,Ferry,WA,Truck,0,0,0,3641,3641,0
June,30,2021,Wilson,TX,Passenger,0,1,1,3,4,25
June,30,2021,Garfield,WA,Truck,0,0,0,998,998,0
June,30,2021,Whitman,WA,Truck,0,0,0,8585,8585,0
June,30,2021,Contra Costa,CA,Passenger,2,3,5,261,266,1.88
June,30,2021,Queens,NY,Passenger,2,0,2,49,51,3.92
