,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity
6732,January,2020,Cowlitz,WA,Truck,0,0,0,29028,29028,0.0,Washington
6733,January,2020,Sumter,FL,Passenger,0,1,1,9,10,10.0,Furthest
6734,January,2020,Richmond,GA,Passenger,0,1,1,90,91,1.1,Furthest
6735,January,2020,Mason,WA,Truck,0,0,0,20563,20563,0.0,Washington
6736,January,2020,Grant,WA,Truck,0,0,0,27036,27036,0.0,Washington
6737,January,2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,Mid-Distance
6738,January,2020,Kitsap,WA,Truck,1,0,1,54484,54485,0.0,Washington
6739,January,2020,Montgomery,PA,Passenger,2,0,2,34,36,5.56,Furthest
6740,January,2020,Denver,CO,Passenger,1,0,1,124,125,0.8,Mid-Distance
6741,January,2020,Douglas,WA,Truck,0,0,0,12312,12312,0.0,Washington
6742,January,2020,Kern,CA,Passenger,0,1,1,225,226,0.44,Nearest
6743,January,2020,Dallas,TX,Passenger,1,0,1,208,209,0.48,Mid-Distance
6744,January,2020,Suffolk,VA,Passenger,1,0,1,124,125,0.8,Furthest
6745,January,2020,Snohomish,WA,Passenger,4244,1718,5962,537912,543874,1.1,Washington
6746,January,2020,Oklahoma,OK,Passenger,0,1,1,127,128,0.78,Mid-Distance
6747,January,2020,Cumberland,NC,Passenger,0,2,2,488,490,0.41,Furthest
6748,January,2020,Harris,TX,Passenger,1,0,1,240,241,0.41,Mid-Distance
6749,January,2020,Okanogan,WA,Truck,0,0,0,16557,16557,0.0,Washington
6750,January,2020,Allegheny,PA,Passenger,1,0,1,74,75,1.33,Furthest
6751,January,2020,San Juan,WA,Passenger,265,83,348,14402,14750,2.36,Washington
6752,January,2020,Kent,MI,Passenger,0,1,1,24,25,4.0,Furthest
6753,January,2020,Asotin,WA,Truck,0,0,0,6720,6720,0.0,Washington
6754,January,2020,Boone,MO,Passenger,0,1,1,11,12,8.33,Furthest
6755,January,2020,San Francisco,CA,Passenger,2,1,3,101,104,2.88,Nearest
6756,January,2020,Deschutes,OR,Passenger,3,0,3,145,148,2.03,Nearest
6757,January,2020,St. Mary's,MD,Passenger,1,0,1,214,215,0.47,Furthest
6758,January,2020,Camden,NJ,Passenger,0,2,2,21,23,8.7,Furthest
6759,January,2021,Asotin,WA,Truck,0,0,0,6690,6690,0.0,Washington
6760,January,2021,Mason,WA,Passenger,179,137,316,47690,48006,0.66,Washington
6761,January,2021,Whitman,WA,Truck,0,0,0,8512,8512,0.0,Washington
6762,January,2021,Adams,WA,Truck,0,0,0,5347,5347,0.0,Washington
6763,January,2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14,Nearest
6764,January,2021,Virginia Beach,VA,Passenger,3,0,3,628,631,0.48,Furthest
6765,January,2021,Allegheny,PA,Passenger,1,1,2,65,67,2.99,Furthest
6766,January,2021,San Juan,WA,Passenger,377,113,490,14023,14513,3.38,Washington
6767,January,2021,El Paso,TX,Passenger,3,0,3,388,391,0.77,Mid-Distance
6768,January,2021,Norfolk,VA,Passenger,2,3,5,335,340,1.47,Furthest
6769,January,2021,Missoula,MT,Passenger,1,0,1,64,65,1.54,Nearest
6770,January,2021,Lee,FL,Passenger,1,0,1,42,43,2.33,Furthest
6771,January,2021,Skamania,WA,Passenger,34,23,57,8339,8396,0.68,Washington
6772,January,2021,Los Angeles,CA,Passenger,10,11,21,927,948,2.22,Nearest
6773,January,2021,Grays Harbor,WA,Passenger,133,126,259,48779,49038,0.53,Washington
6774,January,2021,Albemarle,VA,Passenger,1,0,1,21,22,4.55,Furthest
6775,January,2021,Harrison,MS,Passenger,2,0,2,52,54,3.7,Mid-Distance
6776,January,2021,Pierce,WA,Passenger,2963,1790,4753,555715,560468,0.85,Washington
6777,January,2021,St. Clair,IL,Passenger,1,0,1,135,136,0.74,Mid-Distance
6778,January,2021,Wilson,TX,Passenger,0,1,1,5,6,16.67,Mid-Distance
6779,January,2021,Yakima,WA,Passenger,178,129,307,167569,167876,0.18,Washington
6780,January,2021,Anchorage,AK,Passenger,1,0,1,143,144,0.69,Nearest
6781,January,2021,Bexar,TX,Passenger,3,5,8,562,570,1.4,Mid-Distance
6782,January,2021,Sedgwick,KS,Passenger,1,1,2,89,91,2.2,Mid-Distance
6783,January,2021,Jefferson,NY,Passenger,0,1,1,211,212,0.47,Furthest
6784,January,2021,Contra Costa,CA,Passenger,3,3,6,278,284,2.11,Nearest
6785,January,2021,Moore,NC,Passenger,0,1,1,141,142,0.7,Furthest
6786,January,2021,Wahkiakum,WA,Truck,0,0,0,1769,1769,0.0,Washington
6787,January,2021,Grant,WA,Truck,0,0,0,27594,27594,0.0,Washington
6788,January,2021,Deschutes,OR,Passenger,1,0,1,119,120,0.83,Nearest
6789,January,2021,Hamilton,IN,Passenger,2,0,2,34,36,5.56,Furthest
6790,January,2021,Randolph,NC,Passenger,1,0,1,6,7,14.29,Furthest
6791,January,2021,Snohomish,WA,Passenger,5177,1876,7053,538376,545429,1.29,Washington
6792,January,2021,Santa Clara,CA,Passenger,7,2,9,263,272,3.31,Nearest
6793,January,2021,Adams,WA,Passenger,10,6,16,12971,12987,0.12,Washington
6794,January,2021,Harris,TX,Passenger,1,1,2,209,211,0.95,Mid-Distance
6795,January,2021,Orange,FL,Passenger,1,0,1,112,113,0.88,Furthest
6796,January,2021,Nassau,NY,Passenger,4,0,4,27,31,12.9,Furthest
6797,January,2021,Boulder,CO,Passenger,0,1,1,43,44,2.27,Mid-Distance
6798,January,2021,Grays Harbor,WA,Truck,0,0,0,21244,21244,0.0,Washington
6799,January,2021,DeKalb,GA,Passenger,1,0,1,64,65,1.54,Furthest
6800,January,2021,Cowlitz,WA,Truck,0,0,0,28973,28973,0.0,Washington
6801,January,2021,Montgomery,OH,Passenger,0,1,1,53,54,1.85,Furthest
6802,January,2021,Pinellas,FL,Passenger,1,1,2,96,98,2.04,Furthest
6803,January,2021,Riverside,CA,Passenger,4,1,5,582,587,0.85,Nearest
6804,January,2021,Wichita,TX,Passenger,1,0,1,42,43,2.33,Mid-Distance
6805,January,2021,Frederick,MD,Passenger,1,1,2,69,71,2.82,Furthest
6806,January,2021,Charles,MD,Passenger,1,1,2,72,74,2.7,Furthest
6807,January,2021,Loudoun,VA,Passenger,1,0,1,73,74,1.35,Furthest
6808,January,2021,Cowlitz,WA,Passenger,188,129,317,72162,72479,0.44,Washington
6809,January,2021,Anne Arundel,MD,Passenger,3,1,4,400,404,0.99,Furthest
6810,January,2021,Garfield,WA,Truck,0,0,0,1003,1003,0.0,Washington
6811,January,2021,Manassas,VA,Passenger,0,1,1,5,6,16.67,Furthest
6812,January,2021,Hennepin,MN,Passenger,2,0,2,79,81,2.47,Mid-Distance
6813,January,2021,Montgomery,MD,Passenger,1,0,1,226,227,0.44,Furthest
6814,January,2021,Okanogan,WA,Truck,0,0,0,16594,16594,0.0,Washington
6815,January,2021,Jefferson,WA,Truck,0,0,0,9597,9597,0.0,Washington
6816,January,2021,Williams,ND,Passenger,0,1,1,10,11,9.09,Mid-Distance
6817,January,2021,Placer,CA,Passenger,2,0,2,81,83,2.41,Nearest
6818,January,2021,El Paso,CO,Passenger,2,0,2,689,691,0.29,Mid-Distance
6819,January,2021,Dallas,TX,Passenger,1,0,1,166,167,0.6,Mid-Distance
6820,January,2021,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest
6821,January,2021,Houston,GA,Passenger,1,0,1,52,53,1.89,Furthest
6822,January,2021,Klamath,OR,Passenger,1,0,1,30,31,3.23,Nearest
6823,January,2021,Juneau,AK,Passenger,0,1,1,25,26,3.85,Nearest
6824,January,2021,Flathead,MT,Passenger,1,0,1,48,49,2.04,Nearest
6825,January,2021,Stevens,WA,Truck,0,0,0,18751,18751,0.0,Washington
6826,January,2021,Sevier,AR,Passenger,0,1,1,0,1,100.0,Mid-Distance
6827,January,2021,King,WA,Truck,6,1,7,184346,184353,0.0,Washington
6828,January,2021,Lewis,WA,Truck,0,0,0,26714,26714,0.0,Washington
6829,January,2021,Suffolk,MA,Passenger,0,2,2,30,32,6.25,Furthest
6830,January,2021,Palm Beach,FL,Passenger,0,1,1,72,73,1.37,Furthest
6832,January,2021,Klickitat,WA,Passenger,63,43,106,14989,15095,0.7,Washington
6833,January,2021,Nueces,TX,Passenger,1,0,1,81,82,1.22,Mid-Distance
6834,January,2021,Greene,MO,Passenger,0,1,1,32,33,3.03,Furthest
6835,January,2021,Washoe,NV,Passenger,1,0,1,99,100,1.0,Nearest
6836,January,2021,Travis,TX,Passenger,2,3,5,162,167,2.99,Mid-Distance
6837,January,2021,Clallam,WA,Passenger,281,190,471,49972,50443,0.93,Washington
6838,January,2021,Thurston,WA,Truck,0,0,0,56449,56449,0.0,Washington
6839,January,2021,St. Mary's,MD,Passenger,1,0,1,213,214,0.47,Furthest
6840,January,2021,Shelby,OH,Passenger,0,1,1,1,2,50.0,Furthest
6841,January,2021,Alexandria,VA,Passenger,2,0,2,133,135,1.48,Furthest
6842,January,2021,Bradley,TN,Passenger,1,0,1,0,1,100.0,Furthest
6843,January,2021,Pima,AZ,Passenger,2,1,3,309,312,0.96,Nearest
6844,January,2021,Walla Walla,WA,Truck,0,0,0,13897,13897,0.0,Washington
6845,January,2021,Arapahoe,CO,Passenger,1,0,1,120,121,0.83,Mid-Distance
6846,January,2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02,Furthest
6847,January,2021,Clallam,WA,Truck,1,0,1,21869,21870,0.0,Washington
6848,January,2021,Pacific,WA,Truck,0,0,0,7802,7802,0.0,Washington
6849,January,2021,Carroll,MD,Passenger,0,1,1,20,21,4.76,Furthest
6850,January,2021,Morris,NJ,Passenger,1,0,1,16,17,5.88,Furthest
6851,January,2021,Mason,WA,Truck,0,0,0,21024,21024,0.0,Washington
6852,January,2021,Camden,NJ,Passenger,0,1,1,18,19,5.26,Furthest
6853,January,2021,Lewis,WA,Passenger,126,131,257,58904,59161,0.43,Washington
6854,January,2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29,Furthest
6855,January,2021,Prince William,VA,Passenger,1,1,2,216,218,0.92,Furthest
6856,January,2021,Whatcom,WA,Truck,3,0,3,43603,43606,0.01,Washington
6857,January,2021,Whitman,WA,Passenger,51,46,97,21847,21944,0.44,Washington
6858,January,2021,Stafford,VA,Passenger,2,1,3,94,97,3.09,Furthest
6859,January,2021,Ferry,WA,Truck,0,0,0,3606,3606,0.0,Washington
6860,January,2021,Ventura,CA,Passenger,1,1,2,268,270,0.74,Nearest
6861,January,2021,Island,WA,Passenger,527,294,821,62983,63804,1.29,Washington
6862,January,2021,Platte,MO,Passenger,1,0,1,18,19,5.26,Furthest
6863,January,2021,Pend Oreille,WA,Passenger,12,3,15,9181,9196,0.16,Washington
6864,January,2021,Powhatan,VA,Passenger,1,0,1,1,2,50.0,Furthest
6865,January,2021,Asotin,WA,Passenger,16,13,29,12441,12470,0.23,Washington
6866,January,2021,Collin,TX,Passenger,1,1,2,115,117,1.71,Mid-Distance
6867,January,2021,Okanogan,WA,Passenger,56,36,92,26138,26230,0.35,Washington
6868,January,2021,Salt Lake,UT,Passenger,0,1,1,172,173,0.58,Nearest
6869,January,2021,Okaloosa,FL,Passenger,0,1,1,133,134,0.75,Furthest
6870,January,2021,Larimer,CO,Passenger,1,0,1,52,53,1.89,Mid-Distance
6871,January,2021,Washtenaw,MI,Passenger,1,0,1,31,32,3.12,Furthest
6872,January,2021,Leavenworth,KS,Passenger,0,1,1,121,122,0.82,Mid-Distance
6873,January,2021,Richmond,GA,Passenger,0,1,1,77,78,1.28,Furthest
6874,January,2021,Columbia,WA,Passenger,5,3,8,2452,2460,0.33,Washington
6875,January,2021,Vigo,IN,Passenger,1,0,1,6,7,14.29,Furthest
6876,January,2021,San Francisco,CA,Passenger,1,1,2,89,91,2.2,Nearest
6877,January,2021,Spokane,WA,Passenger,910,551,1461,320997,322458,0.45,Washington
6878,January,2021,Philadelphia,PA,Passenger,1,0,1,58,59,1.69,Furthest
6879,January,2021,Lincoln,WA,Truck,0,0,0,4693,4693,0.0,Washington
6880,January,2021,Clark,NV,Passenger,4,2,6,644,650,0.92,Nearest
6881,January,2021,Rogers,OK,Passenger,1,0,1,4,5,20.0,Mid-Distance
6882,January,2021,Monterey,CA,Passenger,0,1,1,150,151,0.66,Nearest
6883,January,2021,DuPage,IL,Passenger,2,0,2,54,56,3.57,Mid-Distance
6884,January,2021,Jones,GA,Passenger,1,0,1,1,2,50.0,Furthest
6885,January,2021,Garfield,WA,Passenger,0,2,2,1362,1364,0.15,Washington
6886,January,2021,Douglas,WA,Truck,0,0,0,12505,12505,0.0,Washington
6887,January,2021,Alameda,CA,Passenger,3,0,3,259,262,1.15,Nearest
6888,January,2021,Fort Bend,TX,Passenger,1,0,1,42,43,2.33,Mid-Distance
6889,January,2021,Stevens,WA,Passenger,37,40,77,30273,30350,0.25,Washington
6890,January,2021,Lake,IL,Passenger,2,0,2,158,160,1.25,Mid-Distance
6891,January,2021,Grant,WA,Passenger,87,84,171,66105,66276,0.26,Washington
6892,January,2021,San Juan,WA,Truck,0,0,0,5867,5867,0.0,Washington
6893,January,2021,Skagit,WA,Passenger,517,243,760,91439,92199,0.82,Washington
6894,January,2021,Dakota,MN,Passenger,0,1,1,26,27,3.7,Mid-Distance
6895,January,2021,Utah,UT,Passenger,0,1,1,124,125,0.8,Nearest
6896,January,2021,Polk,FL,Passenger,1,0,1,55,56,1.79,Furthest
6897,January,2021,Clark,WA,Passenger,2459,1211,3670,319410,323080,1.14,Washington
6898,January,2021,Tulsa,OK,Passenger,1,1,2,39,41,4.88,Mid-Distance
6899,January,2021,Pend Oreille,WA,Truck,0,0,0,5717,5717,0.0,Washington
6900,January,2021,Benton,WA,Passenger,453,358,811,135157,135968,0.6,Washington
6901,January,2021,Kittitas,WA,Truck,0,0,0,14675,14675,0.0,Washington
6902,January,2021,Charleston,SC,Passenger,2,0,2,85,87,2.3,Furthest
6903,January,2021,Saginaw,MI,Passenger,2,0,2,9,11,18.18,Furthest
6904,January,2021,Thurston,WA,Passenger,1350,796,2146,197459,199605,1.08,Washington
6905,January,2021,New York,NY,Passenger,1,0,1,52,53,1.89,Furthest
6906,January,2021,San Mateo,CA,Passenger,1,1,2,106,108,1.85,Nearest
6907,January,2021,Yakima,WA,Truck,0,0,0,61081,61081,0.0,Washington
6908,January,2021,Pierce,WA,Truck,0,0,0,144891,144891,0.0,Washington
6909,January,2021,Hudson,NJ,Passenger,1,0,1,40,41,2.44,Furthest
6910,January,2021,Kings,NY,Passenger,1,0,1,62,63,1.59,Furthest
6911,January,2021,Howard,MD,Passenger,0,1,1,63,64,1.56,Furthest
6912,January,2021,Fulton,GA,Passenger,0,2,2,86,88,2.27,Furthest
6913,January,2021,Kent,MI,Passenger,0,1,1,23,24,4.17,Furthest
6914,January,2021,Suffolk,VA,Passenger,1,0,1,124,125,0.8,Furthest
6915,January,2021,St. Louis,MO,Passenger,1,0,1,95,96,1.04,Furthest
6916,January,2021,Benton,WA,Truck,0,0,0,43331,43331,0.0,Washington
6917,January,2021,Middlesex,MA,Passenger,1,1,2,91,93,2.15,Furthest
6918,January,2021,Richland,SC,Passenger,0,1,1,140,141,0.71,Furthest
6919,January,2021,Franklin,WA,Truck,0,0,0,20491,20491,0.0,Washington
6920,January,2021,Fairfax,VA,Passenger,4,3,7,696,703,1.0,Furthest
6921,January,2021,Twin Falls,ID,Passenger,0,1,1,25,26,3.85,Nearest
6922,January,2021,Owyhee,ID,Passenger,1,0,1,3,4,25.0,Nearest
6923,January,2021,Goochland,VA,Passenger,4,3,7,240,247,2.83,Furthest
6924,January,2021,Milwaukee,WI,Passenger,1,0,1,39,40,2.5,Mid-Distance
6925,January,2021,Kitsap,WA,Passenger,1607,765,2372,179318,181690,1.31,Washington
6926,January,2021,Lincoln,WA,Passenger,6,12,18,7632,7650,0.24,Washington
6927,January,2021,Denver,CO,Passenger,1,0,1,116,117,0.85,Mid-Distance
6928,January,2021,Whatcom,WA,Passenger,1253,564,1817,150089,151906,1.2,Washington
6929,January,2021,Klickitat,WA,Truck,0,0,0,8117,8117,0.0,Washington
6930,January,2021,Kern,CA,Passenger,0,1,1,214,215,0.47,Nearest
6931,January,2021,Lake,FL,Passenger,1,0,1,21,22,4.55,Furthest
6932,January,2021,Boone,MO,Passenger,0,1,1,10,11,9.09,Furthest
6933,January,2021,Chelan,WA,Truck,0,0,0,22844,22844,0.0,Washington
6934,January,2021,Sacramento,CA,Passenger,2,0,2,232,234,0.85,Nearest
6935,January,2021,Sarasota,FL,Passenger,2,0,2,25,27,7.41,Furthest
6936,January,2021,Orange,CA,Passenger,4,3,7,440,447,1.57,Nearest
6937,January,2021,Hawaii,HI,Passenger,1,0,1,51,52,1.92,Nearest
6938,January,2021,Putnam,TN,Passenger,0,1,1,2,3,33.33,Furthest
6939,January,2021,Cascade,MT,Passenger,0,1,1,54,55,1.82,Nearest
6940,January,2021,Skamania,WA,Truck,0,0,0,4017,4017,0.0,Washington
6941,January,2021,Fresno,CA,Passenger,1,0,1,170,171,0.58,Nearest
6942,January,2021,Franklin,WA,Passenger,89,85,174,61500,61674,0.28,Washington
6943,January,2021,Walla Walla,WA,Passenger,103,68,171,36164,36335,0.47,Washington
6944,January,2021,New Haven,CT,Passenger,0,2,2,35,37,5.41,Furthest
6945,January,2021,Calvert,MD,Passenger,0,2,2,85,87,2.3,Furthest
6946,January,2021,Clark,WA,Truck,0,0,0,83564,83564,0.0,Washington
6947,January,2021,Douglas,NE,Passenger,1,1,2,51,53,3.77,Mid-Distance
6948,January,2021,Bucks,PA,Passenger,1,0,1,18,19,5.26,Furthest
6949,January,2021,Skagit,WA,Truck,1,0,1,32861,32862,0.0,Washington
6950,January,2021,Gwinnett,GA,Passenger,1,0,1,66,67,1.49,Furthest
6951,January,2021,Plaquemines,LA,Passenger,0,1,1,14,15,6.67,Mid-Distance
6952,January,2021,Snohomish,WA,Truck,1,0,1,125692,125693,0.0,Washington
6953,January,2021,Montgomery,TX,Passenger,1,0,1,46,47,2.13,Mid-Distance
6954,January,2021,Rockingham,NH,Passenger,1,0,1,22,23,4.35,Furthest
6955,January,2021,Maricopa,AZ,Passenger,5,5,10,1286,1296,0.77,Nearest
6956,January,2021,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest
6957,January,2021,Honolulu,HI,Passenger,5,2,7,416,423,1.65,Nearest
6958,January,2021,San Diego,CA,Passenger,13,5,18,2686,2704,0.67,Nearest
6959,January,2021,Chelan,WA,Passenger,294,87,381,54481,54862,0.69,Washington
6960,January,2021,Jefferson,WA,Passenger,290,166,456,24802,25258,1.81,Washington
6961,January,2021,Howard,IN,Passenger,0,1,1,3,4,25.0,Furthest
6962,January,2021,New London,CT,Passenger,1,2,3,229,232,1.29,Furthest
6963,January,2021,El Dorado,CA,Passenger,1,0,1,32,33,3.03,Nearest
6964,January,2021,Duval,FL,Passenger,0,2,2,352,354,0.56,Furthest
6965,January,2021,Clackamas,OR,Passenger,3,0,3,177,180,1.67,Nearest
6966,January,2021,DeKalb,IN,Passenger,1,0,1,0,1,100.0,Furthest
6967,January,2021,Pacific,WA,Passenger,35,37,72,15798,15870,0.45,Washington
6968,January,2021,Montgomery,PA,Passenger,1,0,1,26,27,3.7,Furthest
6969,January,2021,Douglas,WA,Passenger,84,46,130,28199,28329,0.46,Washington
6970,January,2021,Arlington,VA,Passenger,0,1,1,137,138,0.72,Furthest
6971,January,2021,District of Columbia,DC,Passenger,3,1,4,201,205,1.95,Furthest
6972,January,2021,Spartanburg,SC,Passenger,0,1,1,50,51,1.96,Furthest
6973,January,2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,Mid-Distance
6974,January,2021,Kitsap,WA,Truck,0,0,0,54300,54300,0.0,Washington
6975,January,2021,Kittitas,WA,Passenger,134,52,186,29834,30020,0.62,Washington
6976,January,2021,Monroe,IL,Passenger,1,0,1,3,4,25.0,Mid-Distance
6977,January,2021,Harnett,NC,Passenger,1,0,1,182,183,0.55,Furthest
6978,January,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest
6979,January,2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.3,Furthest
6980,January,2021,Penobscot,ME,Passenger,0,1,1,9,10,10.0,Furthest
6981,January,2021,Cape May,NJ,Passenger,0,1,1,9,10,10.0,Furthest
6982,January,2021,Williamson,TX,Passenger,0,2,2,120,122,1.64,Mid-Distance
6983,January,2021,Erie,NY,Passenger,1,0,1,43,44,2.27,Furthest
6984,January,2021,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest
6985,January,2021,Multnomah,OR,Passenger,3,5,8,671,679,1.18,Nearest
6986,January,2021,Queens,NY,Passenger,1,0,1,50,51,1.96,Furthest
6987,January,2021,Ferry,WA,Passenger,9,3,12,4341,4353,0.28,Washington
6988,January,2021,Wahkiakum,WA,Passenger,7,6,13,3040,3053,0.43,Washington
6989,January,2021,Pennington,SD,Passenger,1,0,1,34,35,2.86,Mid-Distance
6990,January,2021,Prince George's,MD,Passenger,2,1,3,144,147,2.04,Furthest
6991,January,2021,Broward,FL,Passenger,2,1,3,106,109,2.75,Furthest
6992,January,2021,San Joaquin,CA,Passenger,1,0,1,107,108,0.93,Nearest
6993,January,2021,Maui,HI,Passenger,1,0,1,26,27,3.7,Nearest
6994,January,2021,Nassau,FL,Passenger,1,0,1,34,35,2.86,Furthest
6995,January,2021,Washington,OR,Passenger,1,0,1,401,402,0.25,Nearest
6996,January,2021,Ramsey,MN,Passenger,1,0,1,34,35,2.86,Mid-Distance
6997,January,2021,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57,Nearest
6998,January,2021,Solano,CA,Passenger,1,0,1,198,199,0.5,Nearest
6999,January,2021,Island,WA,Truck,0,0,0,21409,21409,0.0,Washington
7000,January,2021,Carson City,NV,Passenger,1,0,1,12,13,7.69,Nearest
7001,January,2021,Columbia,WA,Truck,0,0,0,1547,1547,0.0,Washington
7002,January,2021,Spokane,WA,Truck,0,0,0,100880,100880,0.0,Washington
7003,January,2021,Ulster,NY,Passenger,1,0,1,7,8,12.5,Furthest
7004,January,2021,Chesapeake,VA,Passenger,0,3,3,401,404,0.74,Furthest
7005,January,2021,Kauai,HI,Passenger,1,0,1,14,15,6.67,Nearest
7006,January,2021,Douglas,CO,Passenger,0,1,1,78,79,1.27,Mid-Distance
7007,January,2021,Cumberland,NC,Passenger,0,2,2,440,442,0.45,Furthest
7008,January,2021,King,WA,Passenger,27793,8324,36117,1367229,1403346,2.57,Washington
7009,January,2021,Bartow,GA,Passenger,0,1,1,4,5,20.0,Furthest
7010,January,2022,Hillsborough,FL,Passenger,0,1,1,132,133,0.75,Furthest
7011,January,2022,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest
7012,January,2022,Douglas,WA,Passenger,118,56,174,28586,28760,0.61,Washington
7013,January,2022,Rogers,OK,Passenger,1,0,1,2,3,33.33,Mid-Distance
7014,January,2022,New London,CT,Passenger,1,4,5,211,216,2.31,Furthest
7015,January,2022,Howard,MD,Passenger,0,1,1,55,56,1.79,Furthest
7016,January,2022,Duval,FL,Passenger,0,2,2,301,303,0.66,Furthest
7017,January,2022,Montgomery,TX,Passenger,1,1,2,31,33,6.06,Mid-Distance
7018,January,2022,Whatcom,WA,Truck,3,0,3,43614,43617,0.01,Washington
7019,January,2022,Asotin,WA,Truck,0,0,0,6736,6736,0.0,Washington
7020,January,2022,Orange,FL,Passenger,1,0,1,99,100,1.0,Furthest
7021,January,2022,Onslow,NC,Passenger,0,1,1,167,168,0.6,Furthest
7022,January,2022,Garfield,WA,Truck,0,0,0,995,995,0.0,Washington
7023,January,2022,Williams,ND,Passenger,0,1,1,8,9,11.11,Mid-Distance
7024,January,2022,San Joaquin,CA,Passenger,1,1,2,90,92,2.17,Nearest
7025,January,2022,Flathead,MT,Passenger,1,0,1,37,38,2.63,Nearest
7026,January,2022,Whatcom,WA,Passenger,1665,673,2338,149528,151866,1.54,Washington
7027,January,2022,King,WA,Passenger,36353,10406,46759,1356535,1403294,3.33,Washington
7028,January,2022,Walla Walla,WA,Passenger,146,89,235,36290,36525,0.64,Washington
7029,January,2022,Stevens,WA,Passenger,58,47,105,30190,30295,0.35,Washington
7030,January,2022,Clark,WA,Passenger,3541,1572,5113,319486,324599,1.58,Washington
7031,January,2022,Monterey,CA,Passenger,0,1,1,134,135,0.74,Nearest
7032,January,2022,Anchorage,AK,Passenger,1,0,1,122,123,0.81,Nearest
7033,January,2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33,Nearest
7034,January,2022,San Juan,WA,Passenger,482,151,633,14173,14806,4.28,Washington
7035,January,2022,Frederick,MD,Passenger,1,1,2,68,70,2.86,Furthest
7036,January,2022,King,WA,Truck,14,1,15,182672,182687,0.01,Washington
7037,January,2022,Anne Arundel,MD,Passenger,4,3,7,353,360,1.94,Furthest
7038,January,2022,El Paso,CO,Passenger,3,0,3,641,644,0.47,Mid-Distance
7039,January,2022,Chelan,WA,Truck,0,0,0,23062,23062,0.0,Washington
7040,January,2022,Carroll,MD,Passenger,0,1,1,15,16,6.25,Furthest
7041,January,2022,Cowlitz,WA,Truck,0,1,1,28923,28924,0.0,Washington
7042,January,2022,Cape May,NJ,Passenger,0,1,1,8,9,11.11,Furthest
7043,January,2022,Snohomish,WA,Truck,3,0,3,125304,125307,0.0,Washington
7044,January,2022,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest
7045,January,2022,Lewis,WA,Passenger,213,165,378,59516,59894,0.63,Washington
7046,January,2022,District of Columbia,DC,Passenger,5,0,5,185,190,2.63,Furthest
7047,January,2022,Sonoma,CA,Passenger,0,1,1,75,76,1.32,Nearest
7048,January,2022,Gwinnett,GA,Passenger,1,0,1,56,57,1.75,Furthest
7049,January,2022,Richmond,GA,Passenger,0,1,1,70,71,1.41,Furthest
7050,January,2022,Okanogan,WA,Passenger,70,47,117,26533,26650,0.44,Washington
7051,January,2022,New Haven,CT,Passenger,0,2,2,30,32,6.25,Furthest
7052,January,2022,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest
7053,January,2022,Salt Lake,UT,Passenger,1,1,2,149,151,1.32,Nearest
7054,January,2022,Spokane,WA,Truck,0,0,0,102647,102647,0.0,Washington
7055,January,2022,Goochland,VA,Passenger,3,2,5,172,177,2.82,Furthest
7056,January,2022,Pennington,SD,Passenger,2,0,2,29,31,6.45,Mid-Distance
7057,January,2022,Kings,NY,Passenger,1,0,1,66,67,1.49,Furthest
7058,January,2022,Bexar,TX,Passenger,3,4,7,474,481,1.46,Mid-Distance
7059,January,2022,Yakima,WA,Passenger,294,177,471,168293,168764,0.28,Washington
7060,January,2022,Clackamas,OR,Passenger,2,0,2,157,159,1.26,Nearest
7061,January,2022,Hidalgo,TX,Passenger,0,1,1,53,54,1.85,Mid-Distance
7062,January,2022,Las Animas,CO,Passenger,1,0,1,1,2,50.0,Mid-Distance
7063,January,2022,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest
7064,January,2022,Elmore,ID,Passenger,1,0,1,15,16,6.25,Nearest
7065,January,2022,Skamania,WA,Passenger,60,43,103,8316,8419,1.22,Washington
7066,January,2022,St. Tammany,LA,Passenger,1,0,1,38,39,2.56,Mid-Distance
7067,January,2022,Charles,MD,Passenger,1,1,2,64,66,3.03,Furthest
7068,January,2022,Jefferson,WA,Passenger,385,197,582,24693,25275,2.3,Washington
7069,January,2022,Walla Walla,WA,Truck,0,0,0,14104,14104,0.0,Washington
7070,January,2022,Arlington,VA,Passenger,1,0,1,130,131,0.76,Furthest
