,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric
6636,January,2020,Prince William,VA,Passenger,2,3,5,233,238,2.1
6637,January,2020,Kootenai,ID,Passenger,1,1,2,232,234,0.85
6638,January,2020,Cochise,AZ,Passenger,0,1,1,103,104,0.96
6639,January,2020,Pierce,WA,Passenger,2229,1679,3908,550655,554563,0.7
6640,January,2020,Twin Falls,ID,Passenger,0,1,1,28,29,3.45
6641,January,2020,Kitsap,WA,Passenger,1258,656,1914,182446,184360,1.04
6642,January,2020,Arlington,VA,Passenger,0,2,2,152,154,1.3
6643,January,2020,Thurston,WA,Passenger,1093,719,1812,199295,201107,0.9
6644,January,2020,Columbia,WA,Passenger,3,3,6,2447,2453,0.24
6645,January,2020,Albemarle,VA,Passenger,1,0,1,25,26,3.85
6646,January,2020,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
6647,January,2020,Guadalupe,TX,Passenger,1,0,1,67,68,1.47
6648,January,2020,Asotin,WA,Passenger,17,11,28,12723,12751,0.22
6649,January,2020,Garfield,WA,Truck,0,0,0,969,969,0.0
6650,January,2020,Arapahoe,CO,Passenger,1,0,1,142,143,0.7
6651,January,2020,Island,WA,Passenger,392,257,649,63598,64247,1.01
6652,January,2020,Pacific,WA,Passenger,30,31,61,16096,16157,0.38
6653,January,2020,San Mateo,CA,Passenger,1,1,2,116,118,1.69
6654,January,2020,Houston,GA,Passenger,1,0,1,60,61,1.64
6655,January,2020,Polk,FL,Passenger,1,0,1,65,66,1.52
6656,January,2020,Randolph,NC,Passenger,1,0,1,7,8,12.5
6657,January,2020,Franklin,WA,Passenger,57,76,133,61093,61226,0.22
6658,January,2020,Honolulu,HI,Passenger,4,2,6,476,482,1.24
6659,January,2020,Yakima,WA,Truck,0,0,0,59638,59638,0.0
6660,January,2020,Ferry,WA,Passenger,5,2,7,4381,4388,0.16
6661,January,2020,Clallam,WA,Passenger,203,163,366,50913,51279,0.71
6662,January,2020,DeKalb,GA,Passenger,1,0,1,83,84,1.19
6663,January,2020,San Juan,WA,Truck,0,0,0,5928,5928,0.0
6664,January,2020,Wilson,TX,Passenger,0,1,1,7,8,12.5
6665,January,2020,Penobscot,ME,Passenger,0,1,1,14,15,6.67
6666,January,2020,Alexandria,VA,Passenger,1,0,1,147,148,0.68
6667,January,2020,Skamania,WA,Truck,0,0,0,4106,4106,0.0
6668,January,2020,Shasta,CA,Passenger,1,0,1,35,36,2.78
6669,January,2020,Sarasota,FL,Passenger,2,0,2,26,28,7.14
6670,January,2020,Wayne,MI,Passenger,0,1,1,58,59,1.69
6671,January,2020,Pierce,WA,Truck,0,0,0,141347,141347,0.0
6672,January,2020,Broward,FL,Passenger,2,1,3,122,125,2.4
6673,January,2020,Benton,WA,Truck,0,0,0,42555,42555,0.0
6674,January,2020,Jones,GA,Passenger,1,0,1,1,2,50.0
6675,January,2020,Lewis,WA,Passenger,109,104,213,59601,59814,0.36
6676,January,2020,El Paso,TX,Passenger,3,0,3,451,454,0.66
6677,January,2020,Shelby,OH,Passenger,0,1,1,1,2,50.0
6678,January,2020,Chesapeake,VA,Passenger,0,2,2,431,433,0.46
6679,January,2020,New London,CT,Passenger,0,2,2,250,252,0.79
6680,January,2020,Orange,CA,Passenger,7,2,9,506,515,1.75
6681,January,2020,New Haven,CT,Passenger,0,2,2,45,47,4.26
6682,January,2020,Klickitat,WA,Truck,0,0,0,8299,8299,0.0
6683,January,2020,Kittitas,WA,Truck,0,0,0,14666,14666,0.0
6684,January,2020,Powhatan,VA,Passenger,1,0,1,0,1,100.0
6685,January,2020,Spokane,WA,Passenger,684,467,1151,316758,317909,0.36
6686,January,2020,Franklin,WA,Truck,0,0,0,19851,19851,0.0
6687,January,2020,Stevens,WA,Passenger,33,32,65,31499,31564,0.21
6688,January,2020,Lewis,WA,Truck,0,0,0,26097,26097,0.0
6689,January,2020,Boulder,CO,Passenger,0,1,1,51,52,1.92
6690,January,2020,Jefferson,WA,Truck,0,0,0,9661,9661,0.0
6691,January,2020,Shelby,TN,Passenger,0,1,1,96,97,1.03
6692,January,2020,Adams,WA,Passenger,7,7,14,12913,12927,0.11
6693,January,2020,Adams,WA,Truck,0,0,0,5211,5211,0.0
6694,January,2020,Ventura,CA,Passenger,0,3,3,299,302,0.99
6695,January,2020,Richland,SC,Passenger,0,1,1,157,158,0.63
6696,January,2020,Carson City,NV,Passenger,1,0,1,9,10,10.0
6697,January,2020,Duval,FL,Passenger,1,2,3,370,373,0.8
6698,January,2020,Skamania,WA,Passenger,29,19,48,8769,8817,0.54
6699,January,2020,Collin,TX,Passenger,1,1,2,128,130,1.54
6700,January,2020,Pinal,AZ,Passenger,1,0,1,190,191,0.52
6701,January,2020,Valencia,NM,Passenger,1,0,1,5,6,16.67
6702,January,2020,Wahkiakum,WA,Truck,0,0,0,1759,1759,0.0
6703,January,2020,Lincoln,WA,Truck,0,0,0,4671,4671,0.0
6704,January,2020,Putnam,TN,Passenger,0,1,1,3,4,25.0
6705,January,2020,Jefferson,WA,Passenger,224,139,363,25209,25572,1.42
6706,January,2020,Middlesex,MA,Passenger,1,1,2,104,106,1.89
6707,January,2020,Whitman,WA,Truck,0,0,0,8567,8567,0.0
6708,January,2020,St. Clair,IL,Passenger,1,0,1,143,144,0.69
6709,January,2020,Santa Clara,CA,Passenger,7,2,9,343,352,2.56
6710,January,2020,Walla Walla,WA,Passenger,65,61,126,36352,36478,0.35
6711,January,2020,Lake,IL,Passenger,1,0,1,161,162,0.62
6712,January,2020,San Joaquin,CA,Passenger,1,0,1,136,137,0.73
6713,January,2020,Contra Costa,CA,Passenger,3,2,5,336,341,1.47
6714,January,2020,Flathead,MT,Passenger,1,0,1,61,62,1.61
6715,January,2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
6716,January,2020,Ferry,WA,Truck,0,0,0,3586,3586,0.0
6717,January,2020,El Paso,CO,Passenger,2,1,3,735,738,0.41
6718,January,2020,Nassau,NY,Passenger,4,0,4,39,43,9.3
6719,January,2020,Jefferson,NY,Passenger,0,1,1,219,220,0.45
6720,January,2020,District of Columbia,DC,Passenger,1,1,2,209,211,0.95
6721,January,2020,Cape May,NJ,Passenger,0,1,1,13,14,7.14
6722,January,2020,Goochland,VA,Passenger,2,1,3,263,266,1.13
6723,January,2020,Fresno,CA,Passenger,1,0,1,190,191,0.52
6724,January,2020,Cowlitz,WA,Passenger,127,111,238,73602,73840,0.32
6725,January,2020,Santa Rosa,FL,Passenger,1,0,1,86,87,1.15
6726,January,2020,Clark,WA,Truck,0,0,0,81767,81767,0.0
6727,January,2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
6728,January,2020,Montgomery,TX,Passenger,1,0,1,56,57,1.75
6729,January,2020,Multnomah,OR,Passenger,4,7,11,730,741,1.48
6730,January,2020,Spartanburg,SC,Passenger,0,1,1,43,44,2.27
6731,January,2020,Howard,MD,Passenger,0,1,1,74,75,1.33
6732,January,2020,Cowlitz,WA,Truck,0,0,0,29028,29028,0.0
6733,January,2020,Sumter,FL,Passenger,0,1,1,9,10,10.0
6734,January,2020,Richmond,GA,Passenger,0,1,1,90,91,1.1
6735,January,2020,Mason,WA,Truck,0,0,0,20563,20563,0.0
6736,January,2020,Grant,WA,Truck,0,0,0,27036,27036,0.0
6737,January,2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
6738,January,2020,Kitsap,WA,Truck,1,0,1,54484,54485,0.0
6739,January,2020,Montgomery,PA,Passenger,2,0,2,34,36,5.56
6740,January,2020,Denver,CO,Passenger,1,0,1,124,125,0.8
6741,January,2020,Douglas,WA,Truck,0,0,0,12312,12312,0.0
6742,January,2020,Kern,CA,Passenger,0,1,1,225,226,0.44
6743,January,2020,Dallas,TX,Passenger,1,0,1,208,209,0.48
6744,January,2020,Suffolk,VA,Passenger,1,0,1,124,125,0.8
6745,January,2020,Snohomish,WA,Passenger,4244,1718,5962,537912,543874,1.1
6746,January,2020,Oklahoma,OK,Passenger,0,1,1,127,128,0.78
6747,January,2020,Cumberland,NC,Passenger,0,2,2,488,490,0.41
6748,January,2020,Harris,TX,Passenger,1,0,1,240,241,0.41
6749,January,2020,Okanogan,WA,Truck,0,0,0,16557,16557,0.0
6750,January,2020,Allegheny,PA,Passenger,1,0,1,74,75,1.33
6751,January,2020,San Juan,WA,Passenger,265,83,348,14402,14750,2.36
6752,January,2020,Kent,MI,Passenger,0,1,1,24,25,4.0
6753,January,2020,Asotin,WA,Truck,0,0,0,6720,6720,0.0
6754,January,2020,Boone,MO,Passenger,0,1,1,11,12,8.33
6755,January,2020,San Francisco,CA,Passenger,2,1,3,101,104,2.88
6756,January,2020,Deschutes,OR,Passenger,3,0,3,145,148,2.03
6757,January,2020,St. Mary's,MD,Passenger,1,0,1,214,215,0.47
6758,January,2020,Camden,NJ,Passenger,0,2,2,21,23,8.7
6759,January,2021,Asotin,WA,Truck,0,0,0,6690,6690,0.0
6760,January,2021,Mason,WA,Passenger,179,137,316,47690,48006,0.66
6761,January,2021,Whitman,WA,Truck,0,0,0,8512,8512,0.0
6762,January,2021,Adams,WA,Truck,0,0,0,5347,5347,0.0
6763,January,2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14
6764,January,2021,Virginia Beach,VA,Passenger,3,0,3,628,631,0.48
6765,January,2021,Allegheny,PA,Passenger,1,1,2,65,67,2.99
6766,January,2021,San Juan,WA,Passenger,377,113,490,14023,14513,3.38
6767,January,2021,El Paso,TX,Passenger,3,0,3,388,391,0.77
6768,January,2021,Norfolk,VA,Passenger,2,3,5,335,340,1.47
6769,January,2021,Missoula,MT,Passenger,1,0,1,64,65,1.54
6770,January,2021,Lee,FL,Passenger,1,0,1,42,43,2.33
6771,January,2021,Skamania,WA,Passenger,34,23,57,8339,8396,0.68
6772,January,2021,Los Angeles,CA,Passenger,10,11,21,927,948,2.22
6773,January,2021,Grays Harbor,WA,Passenger,133,126,259,48779,49038,0.53
6774,January,2021,Albemarle,VA,Passenger,1,0,1,21,22,4.55
6775,January,2021,Harrison,MS,Passenger,2,0,2,52,54,3.7
6776,January,2021,Pierce,WA,Passenger,2963,1790,4753,555715,560468,0.85
6777,January,2021,St. Clair,IL,Passenger,1,0,1,135,136,0.74
6778,January,2021,Wilson,TX,Passenger,0,1,1,5,6,16.67
6779,January,2021,Yakima,WA,Passenger,178,129,307,167569,167876,0.18
6780,January,2021,Anchorage,AK,Passenger,1,0,1,143,144,0.69
6781,January,2021,Bexar,TX,Passenger,3,5,8,562,570,1.4
6782,January,2021,Sedgwick,KS,Passenger,1,1,2,89,91,2.2
6783,January,2021,Jefferson,NY,Passenger,0,1,1,211,212,0.47
6784,January,2021,Contra Costa,CA,Passenger,3,3,6,278,284,2.11
6785,January,2021,Moore,NC,Passenger,0,1,1,141,142,0.7
6786,January,2021,Wahkiakum,WA,Truck,0,0,0,1769,1769,0.0
6787,January,2021,Grant,WA,Truck,0,0,0,27594,27594,0.0
6788,January,2021,Deschutes,OR,Passenger,1,0,1,119,120,0.83
6789,January,2021,Hamilton,IN,Passenger,2,0,2,34,36,5.56
6790,January,2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
6791,January,2021,Snohomish,WA,Passenger,5177,1876,7053,538376,545429,1.29
6792,January,2021,Santa Clara,CA,Passenger,7,2,9,263,272,3.31
6793,January,2021,Adams,WA,Passenger,10,6,16,12971,12987,0.12
6794,January,2021,Harris,TX,Passenger,1,1,2,209,211,0.95
6795,January,2021,Orange,FL,Passenger,1,0,1,112,113,0.88
6796,January,2021,Nassau,NY,Passenger,4,0,4,27,31,12.9
6797,January,2021,Boulder,CO,Passenger,0,1,1,43,44,2.27
6798,January,2021,Grays Harbor,WA,Truck,0,0,0,21244,21244,0.0
6799,January,2021,DeKalb,GA,Passenger,1,0,1,64,65,1.54
6800,January,2021,Cowlitz,WA,Truck,0,0,0,28973,28973,0.0
6801,January,2021,Montgomery,OH,Passenger,0,1,1,53,54,1.85
6802,January,2021,Pinellas,FL,Passenger,1,1,2,96,98,2.04
6803,January,2021,Riverside,CA,Passenger,4,1,5,582,587,0.85
6804,January,2021,Wichita,TX,Passenger,1,0,1,42,43,2.33
6805,January,2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
6806,January,2021,Charles,MD,Passenger,1,1,2,72,74,2.7
6807,January,2021,Loudoun,VA,Passenger,1,0,1,73,74,1.35
6808,January,2021,Cowlitz,WA,Passenger,188,129,317,72162,72479,0.44
6809,January,2021,Anne Arundel,MD,Passenger,3,1,4,400,404,0.99
6810,January,2021,Garfield,WA,Truck,0,0,0,1003,1003,0.0
6811,January,2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
6812,January,2021,Hennepin,MN,Passenger,2,0,2,79,81,2.47
6813,January,2021,Montgomery,MD,Passenger,1,0,1,226,227,0.44
6814,January,2021,Okanogan,WA,Truck,0,0,0,16594,16594,0.0
6815,January,2021,Jefferson,WA,Truck,0,0,0,9597,9597,0.0
6816,January,2021,Williams,ND,Passenger,0,1,1,10,11,9.09
6817,January,2021,Placer,CA,Passenger,2,0,2,81,83,2.41
6818,January,2021,El Paso,CO,Passenger,2,0,2,689,691,0.29
6819,January,2021,Dallas,TX,Passenger,1,0,1,166,167,0.6
6820,January,2021,Oldham,KY,Passenger,0,1,1,4,5,20.0
6821,January,2021,Houston,GA,Passenger,1,0,1,52,53,1.89
6822,January,2021,Klamath,OR,Passenger,1,0,1,30,31,3.23
6823,January,2021,Juneau,AK,Passenger,0,1,1,25,26,3.85
6824,January,2021,Flathead,MT,Passenger,1,0,1,48,49,2.04
6825,January,2021,Stevens,WA,Truck,0,0,0,18751,18751,0.0
6826,January,2021,Sevier,AR,Passenger,0,1,1,0,1,100.0
6827,January,2021,King,WA,Truck,6,1,7,184346,184353,0.0
6828,January,2021,Lewis,WA,Truck,0,0,0,26714,26714,0.0
6829,January,2021,Suffolk,MA,Passenger,0,2,2,30,32,6.25
6830,January,2021,Palm Beach,FL,Passenger,0,1,1,72,73,1.37
6832,January,2021,Klickitat,WA,Passenger,63,43,106,14989,15095,0.7
6833,January,2021,Nueces,TX,Passenger,1,0,1,81,82,1.22
6834,January,2021,Greene,MO,Passenger,0,1,1,32,33,3.03
6835,January,2021,Washoe,NV,Passenger,1,0,1,99,100,1.0
6836,January,2021,Travis,TX,Passenger,2,3,5,162,167,2.99
6837,January,2021,Clallam,WA,Passenger,281,190,471,49972,50443,0.93
6838,January,2021,Thurston,WA,Truck,0,0,0,56449,56449,0.0
6839,January,2021,St. Mary's,MD,Passenger,1,0,1,213,214,0.47
6840,January,2021,Shelby,OH,Passenger,0,1,1,1,2,50.0
6841,January,2021,Alexandria,VA,Passenger,2,0,2,133,135,1.48
6842,January,2021,Bradley,TN,Passenger,1,0,1,0,1,100.0
6843,January,2021,Pima,AZ,Passenger,2,1,3,309,312,0.96
6844,January,2021,Walla Walla,WA,Truck,0,0,0,13897,13897,0.0
6845,January,2021,Arapahoe,CO,Passenger,1,0,1,120,121,0.83
6846,January,2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
6847,January,2021,Clallam,WA,Truck,1,0,1,21869,21870,0.0
6848,January,2021,Pacific,WA,Truck,0,0,0,7802,7802,0.0
6849,January,2021,Carroll,MD,Passenger,0,1,1,20,21,4.76
6850,January,2021,Morris,NJ,Passenger,1,0,1,16,17,5.88
6851,January,2021,Mason,WA,Truck,0,0,0,21024,21024,0.0
6852,January,2021,Camden,NJ,Passenger,0,1,1,18,19,5.26
6853,January,2021,Lewis,WA,Passenger,126,131,257,58904,59161,0.43
6854,January,2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29
6855,January,2021,Prince William,VA,Passenger,1,1,2,216,218,0.92
6856,January,2021,Whatcom,WA,Truck,3,0,3,43603,43606,0.01
6857,January,2021,Whitman,WA,Passenger,51,46,97,21847,21944,0.44
6858,January,2021,Stafford,VA,Passenger,2,1,3,94,97,3.09
6859,January,2021,Ferry,WA,Truck,0,0,0,3606,3606,0.0
6860,January,2021,Ventura,CA,Passenger,1,1,2,268,270,0.74
6861,January,2021,Island,WA,Passenger,527,294,821,62983,63804,1.29
6862,January,2021,Platte,MO,Passenger,1,0,1,18,19,5.26
6863,January,2021,Pend Oreille,WA,Passenger,12,3,15,9181,9196,0.16
6864,January,2021,Powhatan,VA,Passenger,1,0,1,1,2,50.0
6865,January,2021,Asotin,WA,Passenger,16,13,29,12441,12470,0.23
6866,January,2021,Collin,TX,Passenger,1,1,2,115,117,1.71
6867,January,2021,Okanogan,WA,Passenger,56,36,92,26138,26230,0.35
6868,January,2021,Salt Lake,UT,Passenger,0,1,1,172,173,0.58
6869,January,2021,Okaloosa,FL,Passenger,0,1,1,133,134,0.75
6870,January,2021,Larimer,CO,Passenger,1,0,1,52,53,1.89
6871,January,2021,Washtenaw,MI,Passenger,1,0,1,31,32,3.12
6872,January,2021,Leavenworth,KS,Passenger,0,1,1,121,122,0.82
6873,January,2021,Richmond,GA,Passenger,0,1,1,77,78,1.28
6874,January,2021,Columbia,WA,Passenger,5,3,8,2452,2460,0.33
6875,January,2021,Vigo,IN,Passenger,1,0,1,6,7,14.29
6876,January,2021,San Francisco,CA,Passenger,1,1,2,89,91,2.2
6877,January,2021,Spokane,WA,Passenger,910,551,1461,320997,322458,0.45
6878,January,2021,Philadelphia,PA,Passenger,1,0,1,58,59,1.69
6879,January,2021,Lincoln,WA,Truck,0,0,0,4693,4693,0.0
6880,January,2021,Clark,NV,Passenger,4,2,6,644,650,0.92
6881,January,2021,Rogers,OK,Passenger,1,0,1,4,5,20.0
6882,January,2021,Monterey,CA,Passenger,0,1,1,150,151,0.66
6883,January,2021,DuPage,IL,Passenger,2,0,2,54,56,3.57
6884,January,2021,Jones,GA,Passenger,1,0,1,1,2,50.0
6885,January,2021,Garfield,WA,Passenger,0,2,2,1362,1364,0.15
6886,January,2021,Douglas,WA,Truck,0,0,0,12505,12505,0.0
6887,January,2021,Alameda,CA,Passenger,3,0,3,259,262,1.15
6888,January,2021,Fort Bend,TX,Passenger,1,0,1,42,43,2.33
6889,January,2021,Stevens,WA,Passenger,37,40,77,30273,30350,0.25
6890,January,2021,Lake,IL,Passenger,2,0,2,158,160,1.25
6891,January,2021,Grant,WA,Passenger,87,84,171,66105,66276,0.26
6892,January,2021,San Juan,WA,Truck,0,0,0,5867,5867,0.0
6893,January,2021,Skagit,WA,Passenger,517,243,760,91439,92199,0.82
6894,January,2021,Dakota,MN,Passenger,0,1,1,26,27,3.7
6895,January,2021,Utah,UT,Passenger,0,1,1,124,125,0.8
6896,January,2021,Polk,FL,Passenger,1,0,1,55,56,1.79
6897,January,2021,Clark,WA,Passenger,2459,1211,3670,319410,323080,1.14
6898,January,2021,Tulsa,OK,Passenger,1,1,2,39,41,4.88
6899,January,2021,Pend Oreille,WA,Truck,0,0,0,5717,5717,0.0
6900,January,2021,Benton,WA,Passenger,453,358,811,135157,135968,0.6
6901,January,2021,Kittitas,WA,Truck,0,0,0,14675,14675,0.0
6902,January,2021,Charleston,SC,Passenger,2,0,2,85,87,2.3
6903,January,2021,Saginaw,MI,Passenger,2,0,2,9,11,18.18
6904,January,2021,Thurston,WA,Passenger,1350,796,2146,197459,199605,1.08
6905,January,2021,New York,NY,Passenger,1,0,1,52,53,1.89
6906,January,2021,San Mateo,CA,Passenger,1,1,2,106,108,1.85
6907,January,2021,Yakima,WA,Truck,0,0,0,61081,61081,0.0
6908,January,2021,Pierce,WA,Truck,0,0,0,144891,144891,0.0
6909,January,2021,Hudson,NJ,Passenger,1,0,1,40,41,2.44
6910,January,2021,Kings,NY,Passenger,1,0,1,62,63,1.59
6911,January,2021,Howard,MD,Passenger,0,1,1,63,64,1.56
6912,January,2021,Fulton,GA,Passenger,0,2,2,86,88,2.27
6913,January,2021,Kent,MI,Passenger,0,1,1,23,24,4.17
6914,January,2021,Suffolk,VA,Passenger,1,0,1,124,125,0.8
6915,January,2021,St. Louis,MO,Passenger,1,0,1,95,96,1.04
6916,January,2021,Benton,WA,Truck,0,0,0,43331,43331,0.0
6917,January,2021,Middlesex,MA,Passenger,1,1,2,91,93,2.15
6918,January,2021,Richland,SC,Passenger,0,1,1,140,141,0.71
6919,January,2021,Franklin,WA,Truck,0,0,0,20491,20491,0.0
6920,January,2021,Fairfax,VA,Passenger,4,3,7,696,703,1.0
6921,January,2021,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
6922,January,2021,Owyhee,ID,Passenger,1,0,1,3,4,25.0
6923,January,2021,Goochland,VA,Passenger,4,3,7,240,247,2.83
6924,January,2021,Milwaukee,WI,Passenger,1,0,1,39,40,2.5
6925,January,2021,Kitsap,WA,Passenger,1607,765,2372,179318,181690,1.31
6926,January,2021,Lincoln,WA,Passenger,6,12,18,7632,7650,0.24
6927,January,2021,Denver,CO,Passenger,1,0,1,116,117,0.85
6928,January,2021,Whatcom,WA,Passenger,1253,564,1817,150089,151906,1.2
6929,January,2021,Klickitat,WA,Truck,0,0,0,8117,8117,0.0
6930,January,2021,Kern,CA,Passenger,0,1,1,214,215,0.47
6931,January,2021,Lake,FL,Passenger,1,0,1,21,22,4.55
6932,January,2021,Boone,MO,Passenger,0,1,1,10,11,9.09
6933,January,2021,Chelan,WA,Truck,0,0,0,22844,22844,0.0
6934,January,2021,Sacramento,CA,Passenger,2,0,2,232,234,0.85
6935,January,2021,Sarasota,FL,Passenger,2,0,2,25,27,7.41
6936,January,2021,Orange,CA,Passenger,4,3,7,440,447,1.57
6937,January,2021,Hawaii,HI,Passenger,1,0,1,51,52,1.92
6938,January,2021,Putnam,TN,Passenger,0,1,1,2,3,33.33
6939,January,2021,Cascade,MT,Passenger,0,1,1,54,55,1.82
6940,January,2021,Skamania,WA,Truck,0,0,0,4017,4017,0.0
6941,January,2021,Fresno,CA,Passenger,1,0,1,170,171,0.58
6942,January,2021,Franklin,WA,Passenger,89,85,174,61500,61674,0.28
6943,January,2021,Walla Walla,WA,Passenger,103,68,171,36164,36335,0.47
6944,January,2021,New Haven,CT,Passenger,0,2,2,35,37,5.41
6945,January,2021,Calvert,MD,Passenger,0,2,2,85,87,2.3
6946,January,2021,Clark,WA,Truck,0,0,0,83564,83564,0.0
6947,January,2021,Douglas,NE,Passenger,1,1,2,51,53,3.77
6948,January,2021,Bucks,PA,Passenger,1,0,1,18,19,5.26
6949,January,2021,Skagit,WA,Truck,1,0,1,32861,32862,0.0
6950,January,2021,Gwinnett,GA,Passenger,1,0,1,66,67,1.49
6951,January,2021,Plaquemines,LA,Passenger,0,1,1,14,15,6.67
6952,January,2021,Snohomish,WA,Truck,1,0,1,125692,125693,0.0
6953,January,2021,Montgomery,TX,Passenger,1,0,1,46,47,2.13
6954,January,2021,Rockingham,NH,Passenger,1,0,1,22,23,4.35
6955,January,2021,Maricopa,AZ,Passenger,5,5,10,1286,1296,0.77
6956,January,2021,Ray,MO,Passenger,0,1,1,1,2,50.0
6957,January,2021,Honolulu,HI,Passenger,5,2,7,416,423,1.65
6958,January,2021,San Diego,CA,Passenger,13,5,18,2686,2704,0.67
6959,January,2021,Chelan,WA,Passenger,294,87,381,54481,54862,0.69
6960,January,2021,Jefferson,WA,Passenger,290,166,456,24802,25258,1.81
6961,January,2021,Howard,IN,Passenger,0,1,1,3,4,25.0
6962,January,2021,New London,CT,Passenger,1,2,3,229,232,1.29
6963,January,2021,El Dorado,CA,Passenger,1,0,1,32,33,3.03
6964,January,2021,Duval,FL,Passenger,0,2,2,352,354,0.56
6965,January,2021,Clackamas,OR,Passenger,3,0,3,177,180,1.67
6966,January,2021,DeKalb,IN,Passenger,1,0,1,0,1,100.0
6967,January,2021,Pacific,WA,Passenger,35,37,72,15798,15870,0.45
6968,January,2021,Montgomery,PA,Passenger,1,0,1,26,27,3.7
6969,January,2021,Douglas,WA,Passenger,84,46,130,28199,28329,0.46
6970,January,2021,Arlington,VA,Passenger,0,1,1,137,138,0.72
6971,January,2021,District of Columbia,DC,Passenger,3,1,4,201,205,1.95
6972,January,2021,Spartanburg,SC,Passenger,0,1,1,50,51,1.96
6973,January,2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
6974,January,2021,Kitsap,WA,Truck,0,0,0,54300,54300,0.0
6975,January,2021,Kittitas,WA,Passenger,134,52,186,29834,30020,0.62
6976,January,2021,Monroe,IL,Passenger,1,0,1,3,4,25.0
6977,January,2021,Harnett,NC,Passenger,1,0,1,182,183,0.55
6978,January,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
6979,January,2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.3
6980,January,2021,Penobscot,ME,Passenger,0,1,1,9,10,10.0
6981,January,2021,Cape May,NJ,Passenger,0,1,1,9,10,10.0
6982,January,2021,Williamson,TX,Passenger,0,2,2,120,122,1.64
6983,January,2021,Erie,NY,Passenger,1,0,1,43,44,2.27
6984,January,2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
6985,January,2021,Multnomah,OR,Passenger,3,5,8,671,679,1.18
6986,January,2021,Queens,NY,Passenger,1,0,1,50,51,1.96
6987,January,2021,Ferry,WA,Passenger,9,3,12,4341,4353,0.28
6988,January,2021,Wahkiakum,WA,Passenger,7,6,13,3040,3053,0.43
6989,January,2021,Pennington,SD,Passenger,1,0,1,34,35,2.86
6990,January,2021,Prince George's,MD,Passenger,2,1,3,144,147,2.04
6991,January,2021,Broward,FL,Passenger,2,1,3,106,109,2.75
6992,January,2021,San Joaquin,CA,Passenger,1,0,1,107,108,0.93
6993,January,2021,Maui,HI,Passenger,1,0,1,26,27,3.7
6994,January,2021,Nassau,FL,Passenger,1,0,1,34,35,2.86
6995,January,2021,Washington,OR,Passenger,1,0,1,401,402,0.25
6996,January,2021,Ramsey,MN,Passenger,1,0,1,34,35,2.86
6997,January,2021,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
6998,January,2021,Solano,CA,Passenger,1,0,1,198,199,0.5
6999,January,2021,Island,WA,Truck,0,0,0,21409,21409,0.0
7000,January,2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
7001,January,2021,Columbia,WA,Truck,0,0,0,1547,1547,0.0
7002,January,2021,Spokane,WA,Truck,0,0,0,100880,100880,0.0
7003,January,2021,Ulster,NY,Passenger,1,0,1,7,8,12.5
7004,January,2021,Chesapeake,VA,Passenger,0,3,3,401,404,0.74
7005,January,2021,Kauai,HI,Passenger,1,0,1,14,15,6.67
7006,January,2021,Douglas,CO,Passenger,0,1,1,78,79,1.27
7007,January,2021,Cumberland,NC,Passenger,0,2,2,440,442,0.45
7008,January,2021,King,WA,Passenger,27793,8324,36117,1367229,1403346,2.57
7009,January,2021,Bartow,GA,Passenger,0,1,1,4,5,20.0
7010,January,2022,Hillsborough,FL,Passenger,0,1,1,132,133,0.75
7011,January,2022,Ray,MO,Passenger,0,1,1,1,2,50.0
7012,January,2022,Douglas,WA,Passenger,118,56,174,28586,28760,0.61
7013,January,2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
7014,January,2022,New London,CT,Passenger,1,4,5,211,216,2.31
7015,January,2022,Howard,MD,Passenger,0,1,1,55,56,1.79
7016,January,2022,Duval,FL,Passenger,0,2,2,301,303,0.66
7017,January,2022,Montgomery,TX,Passenger,1,1,2,31,33,6.06
7018,January,2022,Whatcom,WA,Truck,3,0,3,43614,43617,0.01
7019,January,2022,Asotin,WA,Truck,0,0,0,6736,6736,0.0
7020,January,2022,Orange,FL,Passenger,1,0,1,99,100,1.0
7021,January,2022,Onslow,NC,Passenger,0,1,1,167,168,0.6
7022,January,2022,Garfield,WA,Truck,0,0,0,995,995,0.0
7023,January,2022,Williams,ND,Passenger,0,1,1,8,9,11.11
