,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
10424,June,2022,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest,Missouri
10426,June,2022,Virginia Beach,VA,Passenger,2,0,2,501,503,0.4,Furthest,Virginia
10427,June,2022,Fort Bend,TX,Passenger,1,0,1,26,27,3.7,Mid-Distance,Texas
10430,June,2022,Nassau,NY,Passenger,2,0,2,23,25,8.0,Furthest,New York
10431,June,2022,Hawaii,HI,Passenger,1,0,1,36,37,2.7,Nearest,Hawaii
10432,June,2022,Chesapeake,VA,Passenger,2,3,5,330,335,1.49,Furthest,Virginia
10434,June,2022,Alameda,CA,Passenger,4,0,4,180,184,2.17,Nearest,California
10436,June,2022,Manassas,VA,Passenger,0,1,1,8,9,11.11,Furthest,Virginia
10439,June,2022,Fresno,CA,Passenger,1,0,1,134,135,0.74,Nearest,California
10440,June,2022,Wood,OH,Passenger,0,1,1,4,5,20.0,Furthest,Ohio
10441,June,2022,Suffolk,MA,Passenger,0,1,1,19,20,5.0,Furthest,Massachusetts
10442,June,2022,Wake,NC,Passenger,1,0,1,80,81,1.23,Furthest,North Carolina
10443,June,2022,Ventura,CA,Passenger,1,1,2,226,228,0.88,Nearest,California
10444,June,2022,Miami-Dade,FL,Passenger,1,0,1,77,78,1.28,Furthest,Florida
10445,June,2022,Arapahoe,CO,Passenger,0,1,1,77,78,1.28,Mid-Distance,Colorado
10449,June,2022,Harnett,NC,Passenger,2,0,2,141,143,1.4,Furthest,North Carolina
10450,June,2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11,Furthest,Georgia
10452,June,2022,Houston,GA,Passenger,1,0,1,30,31,3.23,Furthest,Georgia
10454,June,2023,Santa Barbara,CA,Passenger,1,0,1,58,59,1.69,Nearest,California
10458,June,2023,Jefferson,NY,Passenger,1,1,2,165,167,1.2,Furthest,New York
10459,June,2023,Middlesex,MA,Passenger,2,1,3,57,60,5.0,Furthest,Massachusetts
10460,June,2023,Sarasota,FL,Passenger,1,0,1,15,16,6.25,Furthest,Florida
10462,June,2023,Sonoma,CA,Passenger,1,1,2,45,47,4.26,Nearest,California
10465,June,2023,Vernon,LA,Passenger,1,0,1,64,65,1.54,Mid-Distance,Louisiana
10466,June,2023,Boulder,CO,Passenger,1,0,1,22,23,4.35,Mid-Distance,Colorado
10468,June,2023,Virginia Beach,VA,Passenger,2,0,2,399,401,0.5,Furthest,Virginia
10469,June,2023,Bell,TX,Passenger,1,0,1,223,224,0.45,Mid-Distance,Texas
10470,June,2023,Collin,TX,Passenger,1,0,1,33,34,2.94,Mid-Distance,Texas
10471,June,2023,Larimer,CO,Passenger,1,0,1,30,31,3.23,Mid-Distance,Colorado
10472,June,2023,Ray,MO,Passenger,0,1,1,0,1,100.0,Furthest,Missouri
10473,June,2023,Coryell,TX,Passenger,1,0,1,68,69,1.45,Mid-Distance,Texas
10475,June,2023,Adams,CO,Passenger,1,0,1,23,24,4.17,Mid-Distance,Colorado
10476,June,2023,Platte,MO,Passenger,1,0,1,16,17,5.88,Furthest,Missouri
10479,June,2023,Suffolk,VA,Passenger,1,0,1,95,96,1.04,Furthest,Virginia
10480,June,2023,Maricopa,AZ,Passenger,6,3,9,531,540,1.67,Nearest,Arizona
10481,June,2023,Santa Clara,CA,Passenger,8,1,9,137,146,6.16,Nearest,California
10485,June,2023,Miami-Dade,FL,Passenger,1,0,1,51,52,1.92,Furthest,Florida
10486,June,2023,Gwinnett,GA,Passenger,1,0,1,36,37,2.7,Furthest,Georgia
10487,June,2023,San Bernardino,CA,Passenger,2,1,3,241,244,1.23,Nearest,California
10489,June,2023,Napa,CA,Passenger,0,1,1,8,9,11.11,Nearest,California
10490,June,2023,Rockingham,NH,Passenger,1,0,1,10,11,9.09,Furthest,New Hampshire
10491,June,2023,San Diego,CA,Passenger,16,9,25,1770,1795,1.39,Nearest,California
10492,June,2023,Hillsborough,FL,Passenger,0,1,1,93,94,1.06,Furthest,Florida
10493,June,2023,Berkeley,SC,Passenger,0,1,1,90,91,1.1,Furthest,South Carolina
10494,June,2023,Douglas,CO,Passenger,0,1,1,45,46,2.17,Mid-Distance,Colorado
10496,June,2023,Washington,MD,Passenger,1,0,1,12,13,7.69,Furthest,Maryland
10498,June,2023,Solano,CA,Passenger,5,0,5,129,134,3.73,Nearest,California
10499,June,2023,Los Angeles,CA,Passenger,4,4,8,540,548,1.46,Nearest,California
10500,June,2023,Santa Cruz,CA,Passenger,1,0,1,12,13,7.69,Nearest,California
10502,June,2023,Goochland,VA,Passenger,0,1,1,29,30,3.33,Furthest,Virginia
10503,June,2023,Hudson,NJ,Passenger,1,0,1,13,14,7.14,Furthest,New Jersey
10504,June,2023,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest,New York
10506,June,2023,Harnett,NC,Passenger,4,0,4,114,118,3.39,Furthest,North Carolina
10507,June,2023,Hennepin,MN,Passenger,1,0,1,27,28,3.57,Mid-Distance,Minnesota
10508,June,2023,Lake,IL,Passenger,3,0,3,102,105,2.86,Mid-Distance,Illinois
10509,June,2023,El Paso,TX,Passenger,2,0,2,238,240,0.83,Mid-Distance,Texas
10511,June,2023,Fairbanks North Star,AK,Passenger,0,1,1,44,45,2.22,Nearest,Alaska
10512,June,2023,Alameda,CA,Passenger,3,0,3,140,143,2.1,Nearest,California
10513,June,2023,District of Columbia,DC,Passenger,5,0,5,138,143,3.5,Furthest,District of Columbia
10514,June,2023,Calvert,MD,Passenger,1,1,2,66,68,2.94,Furthest,Maryland
10515,June,2023,Hamilton,OH,Passenger,1,0,1,24,25,4.0,Furthest,Ohio
10518,June,2023,Howard,MD,Passenger,0,1,1,40,41,2.44,Furthest,Maryland
10519,June,2023,Ulster,NY,Passenger,1,0,1,4,5,20.0,Furthest,New York
10520,June,2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14,Mid-Distance,Illinois
10521,June,2023,Contra Costa,CA,Passenger,0,3,3,182,185,1.62,Nearest,California
10522,June,2023,Dallas,TX,Passenger,1,0,1,67,68,1.47,Mid-Distance,Texas
10524,June,2023,Cumberland,PA,Passenger,1,0,1,26,27,3.7,Furthest,Pennsylvania
10525,June,2023,Hoke,NC,Passenger,1,0,1,50,51,1.96,Furthest,North Carolina
10526,June,2023,Fairfax,VA,Truck,1,0,1,81,82,1.22,Furthest,Virginia
10527,June,2023,Stafford,VA,Passenger,3,1,4,68,72,5.56,Furthest,Virginia
10528,June,2023,Sarpy,NE,Passenger,1,0,1,42,43,2.33,Mid-Distance,Nebraska
10529,June,2023,Arapahoe,CO,Passenger,1,1,2,59,61,3.28,Mid-Distance,Colorado
10531,June,2023,Kern,CA,Passenger,1,1,2,158,160,1.25,Nearest,California
10532,June,2023,Richmond,GA,Passenger,0,1,1,54,55,1.82,Furthest,Georgia
10533,June,2023,Ventura,CA,Passenger,1,1,2,185,187,1.07,Nearest,California
10535,June,2023,Madison,IL,Passenger,1,0,1,14,15,6.67,Mid-Distance,Illinois
10536,June,2023,New London,CT,Passenger,1,4,5,163,168,2.98,Furthest,Connecticut
10537,June,2023,Moore,NC,Passenger,0,1,1,96,97,1.03,Furthest,North Carolina
10538,June,2023,Loudoun,VA,Passenger,2,0,2,55,57,3.51,Furthest,Virginia
10539,June,2023,Burlington,NJ,Passenger,0,2,2,84,86,2.33,Furthest,New Jersey
10544,June,2023,Oldham,KY,Passenger,0,1,1,3,4,25.0,Furthest,Kentucky
10545,June,2023,St. Tammany,LA,Passenger,1,0,1,28,29,3.45,Mid-Distance,Louisiana
10550,June,2023,Kent,DE,Passenger,1,0,1,41,42,2.38,Furthest,Delaware
10555,June,2023,Saratoga,NY,Passenger,1,1,2,27,29,6.9,Furthest,New York
10557,June,2023,Portsmouth,VA,Passenger,0,1,1,56,57,1.75,Furthest,Virginia
10562,June,2023,Cape May,NJ,Passenger,0,1,1,7,8,12.5,Furthest,New Jersey
10563,June,2023,Houston,GA,Passenger,1,0,1,26,27,3.7,Furthest,Georgia
10564,June,2023,Escambia,FL,Passenger,0,1,1,99,100,1.0,Furthest,Florida
10565,June,2023,Galveston,TX,Passenger,0,1,1,13,14,7.14,Mid-Distance,Texas
10567,June,2023,Anne Arundel,MD,Passenger,5,4,9,270,279,3.23,Furthest,Maryland
10568,June,2023,Yellowstone,MT,Passenger,0,1,1,13,14,7.14,Nearest,Montana
10569,June,2023,Leavenworth,KS,Passenger,0,1,1,88,89,1.12,Mid-Distance,Kansas
10570,June,2023,Plaquemines,LA,Passenger,1,1,2,12,14,14.29,Mid-Distance,Louisiana
10571,June,2023,DeKalb,GA,Passenger,1,0,1,35,36,2.78,Furthest,Georgia
10572,June,2023,Yavapai,AZ,Passenger,1,0,1,18,19,5.26,Nearest,Arizona
10574,June,2023,Las Animas,CO,Passenger,1,0,1,0,1,100.0,Mid-Distance,Colorado
10575,June,2023,Arlington,VA,Passenger,1,0,1,95,96,1.04,Furthest,Virginia
10576,June,2023,Beaufort,SC,Passenger,1,0,1,19,20,5.0,Furthest,South Carolina
10577,June,2023,Carroll,MD,Passenger,0,1,1,16,17,5.88,Furthest,Maryland
10578,June,2023,Sedgwick,KS,Passenger,1,0,1,50,51,1.96,Mid-Distance,Kansas
10579,June,2023,St. Clair,IL,Passenger,1,0,1,91,92,1.09,Mid-Distance,Illinois
10580,June,2023,St. Louis,MO,Passenger,1,0,1,44,45,2.22,Furthest,Missouri
10582,June,2023,Benton,OR,Passenger,1,0,1,29,30,3.33,Nearest,Oregon
10584,June,2023,Riverside,CA,Passenger,6,0,6,337,343,1.75,Nearest,California
10585,June,2023,Hamilton,OH,Truck,1,0,1,2,3,33.33,Furthest,Ohio
10586,June,2023,Bexar,TX,Passenger,2,2,4,317,321,1.25,Mid-Distance,Texas
10589,June,2023,Allen,IN,Passenger,1,0,1,7,8,12.5,Furthest,Indiana
10590,June,2023,Wichita,TX,Passenger,2,0,2,30,32,6.25,Mid-Distance,Texas
10591,June,2023,New Haven,CT,Passenger,0,2,2,20,22,9.09,Furthest,Connecticut
10592,June,2023,Clark,NV,Passenger,3,2,5,345,350,1.43,Nearest,Nevada
10593,June,2023,Broward,FL,Passenger,1,0,1,52,53,1.89,Furthest,Florida
10595,June,2023,Kings,CA,Passenger,2,1,3,246,249,1.2,Nearest,California
10597,June,2023,Dorchester,SC,Passenger,1,0,1,34,35,2.86,Furthest,South Carolina
10598,June,2023,Hidalgo,TX,Passenger,0,1,1,38,39,2.56,Mid-Distance,Texas
10599,June,2023,Onslow,NC,Passenger,0,1,1,131,132,0.76,Furthest,North Carolina
10600,June,2023,Champaign,IL,Passenger,1,0,1,7,8,12.5,Mid-Distance,Illinois
10601,June,2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67,Nearest,Wyoming
10602,June,2023,Williamson,TX,Passenger,0,1,1,43,44,2.27,Mid-Distance,Texas
10603,June,2023,Newport News,VA,Passenger,1,0,1,88,89,1.12,Furthest,Virginia
10604,June,2023,Hawaii,HI,Passenger,1,0,1,25,26,3.85,Nearest,Hawaii
10605,June,2023,Charles,MD,Passenger,1,1,2,48,50,4.0,Furthest,Maryland
10607,June,2023,Frederick,MD,Passenger,1,1,2,47,49,4.08,Furthest,Maryland
10611,June,2023,Chesapeake,VA,Passenger,2,3,5,258,263,1.9,Furthest,Virginia
10612,June,2023,Randolph,NC,Passenger,1,0,1,3,4,25.0,Furthest,North Carolina
10614,June,2023,Kootenai,ID,Truck,1,0,1,23,24,4.17,Nearest,Idaho
10615,June,2023,Polk,OR,Passenger,0,1,1,14,15,6.67,Nearest,Oregon
10616,June,2023,Multnomah,OR,Passenger,0,2,2,382,384,0.52,Nearest,Oregon
10617,June,2023,Wilson,TX,Passenger,0,1,1,2,3,33.33,Mid-Distance,Texas
10621,June,2023,Nueces,TX,Passenger,1,1,2,48,50,4.0,Mid-Distance,Texas
10622,June,2023,Alexandria,VA,Passenger,2,1,3,83,86,3.49,Furthest,Virginia
10623,June,2023,Cumberland,NC,Passenger,1,2,3,276,279,1.08,Furthest,North Carolina
10625,June,2023,Camden,NJ,Passenger,0,1,1,12,13,7.69,Furthest,New Jersey
10627,June,2023,Monterey,CA,Passenger,1,0,1,98,99,1.01,Nearest,California
10630,June,2023,El Paso,CO,Passenger,3,1,4,441,445,0.9,Mid-Distance,Colorado
10631,June,2023,Cook,IL,Passenger,2,0,2,127,129,1.55,Mid-Distance,Illinois
10632,June,2023,Lane,OR,Passenger,0,1,1,55,56,1.79,Nearest,Oregon
10633,June,2023,Elmore,ID,Passenger,1,0,1,8,9,11.11,Nearest,Idaho
10639,June,2023,Prince George's,MD,Passenger,3,1,4,97,101,3.96,Furthest,Maryland
10640,June,2023,Pulaski,AR,Passenger,3,0,3,17,20,15.0,Mid-Distance,Arkansas
10641,June,2023,Lee,AL,Passenger,1,0,1,11,12,8.33,Furthest,Alabama
10644,June,2023,Kauai,HI,Passenger,1,1,2,14,16,12.5,Nearest,Hawaii
10645,June,2023,Rockdale,GA,Passenger,1,0,1,3,4,25.0,Furthest,Georgia
10646,June,2023,Placer,CA,Passenger,1,0,1,50,51,1.96,Nearest,California
10647,June,2023,Geary,KS,Passenger,1,0,1,66,67,1.49,Mid-Distance,Kansas
10648,June,2023,Montgomery,MD,Passenger,3,2,5,160,165,3.03,Furthest,Maryland
10650,June,2023,St. Mary's,MD,Passenger,1,0,1,158,159,0.63,Furthest,Maryland
10651,June,2023,Sacramento,CA,Passenger,5,0,5,126,131,3.82,Nearest,California
10652,June,2023,Essex,NJ,Passenger,2,0,2,4,6,33.33,Furthest,New Jersey
10655,June,2023,Travis,TX,Passenger,1,0,1,73,74,1.35,Mid-Distance,Texas
10657,June,2023,Honolulu,HI,Passenger,2,3,5,225,230,2.17,Nearest,Hawaii
10658,June,2023,Douglas,NE,Passenger,1,1,2,22,24,8.33,Mid-Distance,Nebraska
10660,June,2023,Norfolk,VA,Passenger,2,2,4,243,247,1.62,Furthest,Virginia
10661,June,2023,Marin,CA,Passenger,0,1,1,26,27,3.7,Nearest,California
10662,June,2023,Lincoln,OR,Passenger,0,1,1,12,13,7.69,Nearest,Oregon
10663,June,2023,Emmet,MI,Passenger,0,1,1,0,1,100.0,Furthest,Michigan
10666,June,2023,Harrison,MS,Passenger,1,0,1,26,27,3.7,Mid-Distance,Mississippi
10667,June,2023,Fairfax,VA,Passenger,5,3,8,508,516,1.55,Furthest,Virginia
10668,June,2023,Orange,CA,Passenger,6,2,8,249,257,3.11,Nearest,California
10669,June,2023,Jackson,OK,Passenger,0,1,1,30,31,3.23,Mid-Distance,Oklahoma
10672,June,2023,Charleston,SC,Passenger,1,2,3,45,48,6.25,Furthest,South Carolina
10674,June,2023,Salt Lake,UT,Passenger,0,1,1,80,81,1.23,Nearest,Utah
10675,March,2017,Cape May,NJ,Passenger,0,1,1,18,19,5.26,Furthest,New Jersey
10678,March,2017,Pima,AZ,Passenger,0,2,2,445,447,0.45,Nearest,Arizona
10680,March,2017,Portsmouth,VA,Passenger,0,1,1,67,68,1.47,Furthest,Virginia
10682,March,2017,Virginia Beach,VA,Passenger,2,1,3,652,655,0.46,Furthest,Virginia
10683,March,2017,Manatee,FL,Passenger,1,0,1,52,53,1.89,Furthest,Florida
10684,March,2017,Prince George's,MD,Passenger,0,1,1,183,184,0.54,Furthest,Maryland
10685,March,2017,Clark,NV,Passenger,1,3,4,865,869,0.46,Nearest,Nevada
10686,March,2017,Manassas,VA,Passenger,0,1,1,9,10,10.0,Furthest,Virginia
10687,March,2017,Harnett,NC,Passenger,1,0,1,258,259,0.39,Furthest,North Carolina
10688,March,2017,El Paso,CO,Passenger,1,1,2,825,827,0.24,Mid-Distance,Colorado
10689,March,2017,Charles,MD,Passenger,0,1,1,91,92,1.09,Furthest,Maryland
10691,March,2017,Cascade,MT,Passenger,0,1,1,60,61,1.64,Nearest,Montana
10694,March,2017,Howard,MD,Passenger,0,2,2,89,91,2.2,Furthest,Maryland
10696,March,2017,Jackson,MO,Passenger,1,0,1,68,69,1.45,Furthest,Missouri
10697,March,2017,Saratoga,NY,Passenger,1,1,2,77,79,2.53,Furthest,New York
10699,March,2017,Cobb,GA,Passenger,0,1,1,79,80,1.25,Furthest,Georgia
10700,March,2017,Franklin,MA,Passenger,0,1,1,4,5,20.0,Furthest,Massachusetts
10701,March,2017,Dane,WI,Passenger,1,0,1,153,154,0.65,Mid-Distance,Wisconsin
10702,March,2017,Nueces,TX,Passenger,0,1,1,100,101,0.99,Mid-Distance,Texas
10703,March,2017,Fulton,GA,Passenger,1,1,2,123,125,1.6,Furthest,Georgia
10704,March,2017,Albemarle,VA,Passenger,0,1,1,30,31,3.23,Furthest,Virginia
10705,March,2017,Montgomery,MD,Passenger,1,0,1,306,307,0.33,Furthest,Maryland
10706,March,2017,Canyon,ID,Passenger,0,1,1,104,105,0.95,Nearest,Idaho
10707,March,2017,Lane,OR,Passenger,0,1,1,257,258,0.39,Nearest,Oregon
10708,March,2017,Monroe,NY,Passenger,1,0,1,29,30,3.33,Furthest,New York
10710,March,2017,Santa Fe,NM,Passenger,0,1,1,45,46,2.17,Mid-Distance,New Mexico
10712,March,2017,Anne Arundel,MD,Passenger,0,1,1,503,504,0.2,Furthest,Maryland
10713,March,2017,San Mateo,CA,Passenger,0,1,1,157,158,0.63,Nearest,California
10715,March,2017,Los Angeles,CA,Passenger,3,1,4,1365,1369,0.29,Nearest,California
10717,March,2017,Orange,CA,Passenger,2,1,3,659,662,0.45,Nearest,California
10718,March,2017,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest,Florida
10720,March,2017,Douglas,OR,Passenger,0,1,1,75,76,1.32,Nearest,Oregon
10722,March,2017,Fairfax,VA,Passenger,2,2,4,867,871,0.46,Furthest,Virginia
10726,March,2017,Utah,UT,Passenger,0,1,1,168,169,0.59,Nearest,Utah
10728,March,2017,Hawaii,HI,Passenger,1,0,1,87,88,1.14,Nearest,Hawaii
10732,March,2017,Orleans,LA,Passenger,0,1,1,50,51,1.96,Mid-Distance,Louisiana
10733,March,2017,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest,Indiana
10736,March,2017,Dallas,TX,Passenger,1,1,2,206,208,0.96,Mid-Distance,Texas
10740,March,2017,New London,CT,Passenger,1,1,2,263,265,0.75,Furthest,Connecticut
10741,March,2017,Clackamas,OR,Passenger,1,2,3,339,342,0.88,Nearest,Oregon
10742,March,2017,Hamilton,IN,Passenger,1,0,1,64,65,1.54,Furthest,Indiana
10744,March,2017,Travis,TX,Passenger,0,1,1,192,193,0.52,Mid-Distance,Texas
10745,March,2017,Guilford,NC,Passenger,1,0,1,31,32,3.12,Furthest,North Carolina
10746,March,2017,Deschutes,OR,Passenger,1,0,1,202,203,0.49,Nearest,Oregon
10747,March,2017,Lewis,NY,Passenger,0,1,1,10,11,9.09,Furthest,New York
10748,March,2017,Dakota,MN,Passenger,0,1,1,41,42,2.38,Mid-Distance,Minnesota
10751,March,2017,Hardin,KY,Passenger,0,1,1,126,127,0.79,Furthest,Kentucky
10753,March,2017,Ventura,CA,Passenger,0,2,2,375,377,0.53,Nearest,California
10754,March,2017,Richmond,GA,Passenger,0,1,1,95,96,1.04,Furthest,Georgia
10756,March,2017,Tarrant,TX,Passenger,0,2,2,289,291,0.69,Mid-Distance,Texas
10757,March,2017,Muscogee,GA,Passenger,0,1,1,253,254,0.39,Furthest,Georgia
10759,March,2017,Jefferson,NY,Passenger,1,1,2,260,262,0.76,Furthest,New York
10760,March,2017,Nantucket,MA,Passenger,1,0,1,3,4,25.0,Furthest,Massachusetts
10762,March,2017,Marin,CA,Passenger,1,0,1,59,60,1.67,Nearest,California
10766,March,2017,Duval,FL,Passenger,1,1,2,373,375,0.53,Furthest,Florida
10769,March,2017,Pinal,AZ,Passenger,2,0,2,263,265,0.75,Nearest,Arizona
10770,March,2017,Montgomery,TN,Passenger,1,0,1,287,288,0.35,Furthest,Tennessee
10771,March,2017,Moore,NC,Passenger,0,1,1,208,209,0.48,Furthest,North Carolina
10772,March,2017,Missoula,MT,Passenger,1,0,1,80,81,1.23,Nearest,Montana
10775,March,2017,Nassau,NY,Passenger,0,1,1,40,41,2.44,Furthest,New York
10776,March,2017,Essex,NJ,Passenger,1,0,1,16,17,5.88,Furthest,New Jersey
10780,March,2017,Norfolk,VA,Passenger,1,1,2,304,306,0.65,Furthest,Virginia
10782,March,2017,Gwinnett,GA,Passenger,0,1,1,84,85,1.18,Furthest,Georgia
10783,March,2017,Northampton,PA,Passenger,2,0,2,209,211,0.95,Furthest,Pennsylvania
10784,March,2017,Lee,AL,Passenger,1,0,1,35,36,2.78,Furthest,Alabama
10789,March,2017,Shelby,TN,Passenger,0,1,1,110,111,0.9,Furthest,Tennessee
10790,March,2017,Wayne,MI,Passenger,0,1,1,71,72,1.39,Furthest,Michigan
10792,March,2017,Latah,ID,Passenger,0,1,1,121,122,0.82,Nearest,Idaho
10793,March,2017,Hidalgo,TX,Passenger,0,1,1,97,98,1.02,Mid-Distance,Texas
10794,March,2017,Madison,ID,Passenger,1,0,1,44,45,2.22,Nearest,Idaho
10795,March,2017,Dale,AL,Passenger,0,1,1,64,65,1.54,Furthest,Alabama
10796,March,2017,Monterey,CA,Passenger,0,1,1,218,219,0.46,Nearest,California
10801,March,2017,Prince William,VA,Passenger,0,3,3,275,278,1.08,Furthest,Virginia
10802,March,2017,DeKalb,GA,Passenger,1,0,1,84,85,1.18,Furthest,Georgia
10803,March,2017,Cumberland,NC,Passenger,1,0,1,622,623,0.16,Furthest,North Carolina
10805,March,2017,Honolulu,HI,Passenger,4,2,6,616,622,0.96,Nearest,Hawaii
10807,March,2017,Volusia,FL,Passenger,0,1,1,46,47,2.13,Furthest,Florida
10809,March,2017,Bexar,TX,Passenger,1,2,3,1088,1091,0.27,Mid-Distance,Texas
10810,March,2017,Allegheny,PA,Passenger,1,0,1,91,92,1.09,Furthest,Pennsylvania
10811,March,2017,Middlesex,MA,Passenger,1,0,1,152,153,0.65,Furthest,Massachusetts
10812,March,2017,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Furthest,Massachusetts
10815,March,2017,Multnomah,OR,Passenger,0,3,3,1110,1113,0.27,Nearest,Oregon
10818,March,2017,Salt Lake,UT,Passenger,0,1,1,309,310,0.32,Nearest,Utah
10819,March,2017,Marion,OR,Passenger,1,0,1,195,196,0.51,Nearest,Oregon
10820,March,2017,Maricopa,AZ,Passenger,2,0,2,1827,1829,0.11,Nearest,Arizona
10823,March,2017,Arlington,VA,Passenger,1,1,2,168,170,1.18,Furthest,Virginia
10824,March,2017,New Haven,CT,Passenger,0,1,1,61,62,1.61,Furthest,Connecticut
10825,March,2017,Morris,NJ,Passenger,1,0,1,22,23,4.35,Furthest,New Jersey
10826,March,2017,Orange,FL,Passenger,1,1,2,152,154,1.3,Furthest,Florida
10830,March,2017,San Diego,CA,Passenger,5,1,6,2806,2812,0.21,Nearest,California
10832,March,2017,Tulare,CA,Passenger,1,0,1,194,195,0.51,Nearest,California
10834,March,2017,Polk,FL,Passenger,1,0,1,66,67,1.49,Furthest,Florida
10835,March,2017,Franklin,OH,Passenger,0,1,1,115,116,0.86,Furthest,Ohio
10836,March,2017,Alameda,CA,Passenger,3,1,4,383,387,1.03,Nearest,California
10837,March,2017,Hamilton,TN,Passenger,1,0,1,26,27,3.7,Furthest,Tennessee
10838,March,2017,Okaloosa,FL,Passenger,1,0,1,193,194,0.52,Furthest,Florida
10839,March,2017,St. Lucie,FL,Passenger,1,0,1,31,32,3.12,Furthest,Florida
10840,March,2017,Maui,HI,Passenger,1,0,1,71,72,1.39,Nearest,Hawaii
10843,March,2017,Riverside,CA,Passenger,1,1,2,828,830,0.24,Nearest,California
10845,March,2017,Santa Clara,CA,Passenger,6,2,8,415,423,1.89,Nearest,California
10847,March,2017,Montgomery,PA,Passenger,1,0,1,42,43,2.33,Furthest,Pennsylvania
10848,March,2017,Juneau,AK,Passenger,0,1,1,53,54,1.85,Nearest,Alaska
10849,March,2017,Bergen,NJ,Passenger,0,2,2,32,34,5.88,Furthest,New Jersey
10851,March,2017,Carroll,NH,Passenger,0,1,1,0,1,100.0,Furthest,New Hampshire
10854,March,2017,District of Columbia,DC,Passenger,0,3,3,224,227,1.32,Furthest,District of Columbia
10858,March,2017,Oklahoma,OK,Passenger,0,1,1,168,169,0.59,Mid-Distance,Oklahoma
10862,March,2018,Hardin,KY,Passenger,0,1,1,118,119,0.84,Furthest,Kentucky
10863,March,2018,Los Angeles,CA,Passenger,5,4,9,1180,1189,0.76,Nearest,California
10865,March,2018,El Paso,CO,Passenger,2,0,2,753,755,0.26,Mid-Distance,Colorado
10866,March,2018,DuPage,IL,Passenger,1,0,1,65,66,1.52,Mid-Distance,Illinois
10870,March,2018,Anne Arundel,MD,Passenger,0,2,2,466,468,0.43,Furthest,Maryland
10872,March,2018,Saratoga,NY,Passenger,1,1,2,66,68,2.94,Furthest,New York
10873,March,2018,Pinal,AZ,Passenger,2,0,2,209,211,0.95,Nearest,Arizona
10877,March,2018,Orleans,LA,Passenger,0,1,1,46,47,2.13,Mid-Distance,Louisiana
10879,March,2018,Flathead,MT,Passenger,1,0,1,51,52,1.92,Nearest,Montana
10880,March,2018,Montgomery,MD,Passenger,1,0,1,296,297,0.34,Furthest,Maryland
10885,March,2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5,Furthest,Georgia
10886,March,2018,Santa Clara,CA,Passenger,6,1,7,377,384,1.82,Nearest,California
10887,March,2018,Riverside,CA,Passenger,2,2,4,706,710,0.56,Nearest,California
10889,March,2018,San Mateo,CA,Passenger,1,1,2,135,137,1.46,Nearest,California
10890,March,2018,DeKalb,GA,Passenger,1,0,1,81,82,1.22,Furthest,Georgia
10891,March,2018,Canyon,ID,Passenger,0,1,1,94,95,1.05,Nearest,Idaho
10893,March,2018,Dale,AL,Passenger,0,1,1,62,63,1.59,Furthest,Alabama
10894,March,2018,Monterey,CA,Passenger,0,2,2,190,192,1.04,Nearest,California
10896,March,2018,Montgomery,TX,Passenger,1,0,1,63,64,1.56,Mid-Distance,Texas
10897,March,2018,Nueces,TX,Passenger,1,1,2,94,96,2.08,Mid-Distance,Texas
10898,March,2018,Twin Falls,ID,Passenger,0,1,1,24,25,4.0,Nearest,Idaho
10899,March,2018,Charles,MD,Passenger,0,1,1,81,82,1.22,Furthest,Maryland
10901,March,2018,Montgomery,PA,Passenger,1,0,1,35,36,2.78,Furthest,Pennsylvania
10904,March,2018,Travis,TX,Passenger,0,1,1,188,189,0.53,Mid-Distance,Texas
10905,March,2018,Jefferson,NY,Passenger,1,0,1,224,225,0.44,Furthest,New York
10907,March,2018,Hamilton,IN,Passenger,1,0,1,49,50,2.0,Furthest,Indiana
10909,March,2018,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Furthest,Massachusetts
